hgnc_symbol	affy_hg_u133a_2
MOXD1	209708_at
MOXD1	
LINC01226	
VN1R83P	
LINC01532	
ZNF444P1	
PRDX4P1	
NPM1P41	
SCAMP5	
SCAMP5	212699_at
UBE4B	210685_s_at
UBE4B	215533_s_at
UBE4B	202316_x_at
UBE4B	202317_s_at
UBE4B	
RNASE13	
PPBPP1	
BNIP3P37	
RNASE7	
RPL36AP51	
TMPRSS11D	207602_at
TMPRSS11D	
RPS2P48	
C18orf32	
WFIKKN2	
RNASE8	
TSHZ3	
ASCC3	212815_at
ASCC3	
SMC1A	201589_at
SMC1A	217555_at
SMC1A	
ARHGEF40	
ARHGEF40	58780_s_at
ARHGEF40	220326_s_at
C10orf120	
MMD	203414_at
MMD	
TSHZ1	
DUX4L11	216473_x_at
SLC27A1	
BUB3	201458_s_at
BUB3	209974_s_at
BUB3	201457_x_at
BUB3	201456_s_at
APCDD1	
ZGPAT	221848_at
ZGPAT	57539_at
ZGPAT	
SLC9A6	203909_at
SLC9A6	
YAP1	213342_at
YAP1	
FAM86MP	
CCDC96	
ADH1B	209614_at
ADH1B	209612_s_at
ADH1B	209613_s_at
ADH1B	
LINC02039	
UBE2Z	217750_s_at
UBE2Z	
RPL26P15	
NAPG	210048_at
NAPG	
OXSR1	
OXSR1	202696_at
RPS20P9	
ETAA1	219216_at
PPIAP86	
SELENOTP2	
BASP1-AS1	
SOD1P3	
TRAPPC2P2	
PGAM1P13	
RPS4XP20	
LINC01603	
STK32A	
CENPP	
TOX	204529_s_at
TOX	204530_s_at
ZFP36L2	201369_s_at
ZFP36L2	201367_s_at
ZFP36L2	201368_at
RPS20P10	
OGN	218730_s_at
OGN	
MTND4P25	
RPS15AP15	
RPL27P5	
USP21P2	
ASAP1	221039_s_at
ASAP1	
PDCD2L	
LBH	221011_s_at
LBH	
RPL5P33	
TMEM51-AS1	
SP6	
HOXB-AS1	
PLA2G5	206178_at
PLA2G5	215870_s_at
PLA2G5	
PLA2G5	215871_at
CYP4F23P	
CD207	220428_at
RPL32P32	
	219541_at
	221848_at
	57539_at
HOXB-AS4	
LINC01887	
LIME1	219541_at
LIME1	
COA3	
COA3	218026_at
PPP2R2C	
MIX23P1	
DNAAF10	
NDUFB8P2	
GRK5-IT1	
PMM2P1	
PPIAP58	
FANK1-AS1	
ASPN	219087_at
ASPN	
AK3P4	
LINC01533	
GNGT2	
VTRNA2-1	
CTBP2	201220_x_at
CTBP2	201218_at
CTBP2	210835_s_at
CTBP2	201219_at
CTBP2	210554_s_at
CTBP2	
KIAA0895LP1	
MIR6788	
HSPD1P18	
RHOBTB3	
RHOBTB3	216049_at
RHOBTB3	216048_s_at
RHOBTB3	202975_s_at
RHOBTB3	202976_s_at
SOCS6	214462_at
SOCS6	206020_at
LINC01834	
PTPRU	211320_s_at
PTPRU	
VN1R92P	
CHST8	221065_s_at
CHST8	
VENTXP7	
RNU6-120P	
EXOGP1	
GREB1L-DT	
ESCO1	
SLC2A4RG	218494_s_at
UBTFL2	
MIR4670	
	213377_x_at
IPPK	219092_s_at
IPPK	
MEIS1-AS3	
RPL21P37	
KDM2A	208988_at
KDM2A	208987_s_at
KDM2A	208989_s_at
KDM2A	
TRABD2A	
ZNF723	
ALDH1A2-AS1	
	215335_at
COPZ2	
COPZ2	219561_at
LINC02524	
ZNF219	219314_s_at
ZNF219	
PPP1R14C	
MYZAP	
LINC02064	
SNRPD1	202690_s_at
SNRPD1	202691_at
UGT2B28	211682_x_at
ABHD3	213017_at
ABHD3	
RPLP0P6	208856_x_at
RPLP0P6	214167_s_at
RPLP0P6	201033_x_at
RPLP0P6	211972_x_at
RPLP0P6	211720_x_at
ST6GALNAC2P1	
FNDC1-IT1	
ZBTB46-AS2	
MTND5P27	
ZBTB46-AS1	
EVA1A	
LINC02057	
SLC47A1P1	
DDX43P1	
KCNQ2	211486_s_at
KCNQ2	205737_at
KIF27	
MTND5P12	
TUBB4BP7	216475_at
HMGA1P2	
EYS	
CKAP2P1	
RNU6-252P	
OR5AU1	
PACRGL	
CTNNA1	
CTNNA1	210844_x_at
CTNNA1	200765_x_at
CTNNA1	200764_s_at
CTNNA1	215883_at
H3P42	
SMARCE1P3	
MIR320C1	
DMKN	
LINC00641	
KDSR	202419_at
KDSR	
SUPT16H	217815_at
SUPT16H	
BHLHE22	
ABCC3	
ABCC3	209641_s_at
ABCC3	208161_s_at
ABCC3	214979_at
HNRNPLL	
MAL2	
NDUFB9P3	
KCNB2	208172_s_at
KCNB2	208123_at
BTF3P12	217461_x_at
FAM91A1	
YBX2P1	
CLUHP5	
C10orf88	219240_s_at
RASL10A	206850_at
SNORD125	
ARMS2	
RFPL4AP6	
MIR4329	
RN7SL266P	
USP3-AS1	
RFPL1S	214408_s_at
RFPL1S	214120_at
RFPL1S	
ATF4P1	
FAM223B	
IKBKGP1	209929_s_at
IKBKGP1	36004_at
OR3B1P	
RFPL1	207934_at
MID1IP1-AS1	
PNKDP1	
C9orf64	
RNA5SP514	
EDRF1	213410_at
EDRF1	
EDRF1	215072_x_at
EDRF1	208115_x_at
STK26	
STK26	218499_at
NEFH	204412_s_at
NEFH	33767_at
SNORD9	
ANG	205141_at
ANG	205158_at
CHRNA5	206533_at
CHRNA5	
THOC5	209418_s_at
THOC5	209419_at
THOC5	
HNRNPK	200775_s_at
HNRNPK	200097_s_at
HNRNPK	
HMGB3P26	
VPS4B	218171_at
VPS4B	
RPSAP5	
RPL10AP1	
TRMT61A-DT	
TRMT61A	221907_at
TRMT61A	52741_at
RNU7-160P	
	212877_at
	212878_s_at
RNU4-68P	
KLC1-AS1	
DCAF13P3	
XRCC3	216299_s_at
XRCC3	
GLS2	205531_s_at
GLS2	
TMCC1P1	
IGDCC3	
C1GALT1P3	
SLA	203760_s_at
SLA	203761_at
SLA	
C3orf18	219114_at
C3orf18	
HMGA1P7	
MTND6P25	
RPSAP42	
RFPL4B	
SERPINB5	
SLN	205374_at
RPS3AP23	
LINC01828	
ARHGAP42-AS1	
WDR61	
WDR61	221531_at
WDR61	221532_s_at
PNO1	211697_x_at
PNO1	203622_s_at
PNO1	
EFHC1	
EFHC1	219833_s_at
EXPH5	213929_at
EXPH5	214734_at
EXPH5	
ATP5MC1P6	
SMIM4	
BCL2	203685_at
BCL2	203684_s_at
BCL2	207005_s_at
BCL2	
ZMYM6	219925_at
ZMYM6	
ADGRA3P1	
ZNF652P1	
TUSC2	203272_s_at
TUSC2	203273_s_at
ANKRD62	
PPIAP64	
LINC02030	
AGKP2	
RAP2C	218668_s_at
RAP2C	218669_at
RAP2C	
PNPT1	
RNF7P1	
PTPRG	
PTPRG	204944_at
RNU6-324P	
SDHDP1	
PMM2P2	
PLP1	
PLP1	210198_s_at
LINC02300	
MIX23P3	
EIF4A1P12	
BTF3P2	
PPIAP56	
PDGFD	219304_s_at
PDGFD	
FOXG1-AS1	
CIDEA	221295_at
CIDEA	
FTLP18	
GJB5	206156_at
FOXG1	206018_at
FOXG1	207658_s_at
LINC02282	
DUX4L10	216473_x_at
	221941_at
	212767_at
LINC02281	
RPL15P13	
AGO4	219190_s_at
AGO4	
TCERG1L	
TGFB3	209747_at
TGFB3	
LINC02715	
LINC02019	
MED28P5	
OSBPL9P3	
CUL5	203532_x_at
CUL5	203533_s_at
CUL5	203531_at
CUL5	
ZDHHC3	
ZDHHC3	218077_s_at
ZDHHC3	218078_s_at
RNU6-170P	
TUBB6	209191_at
TUBB6	
GRK5	204395_s_at
GRK5	204396_s_at
TGFB3-AS1	
CRABP1	205350_at
CRABP1	
RPL13P6	
LBHD2	
LINC00677	
CDCA8	221520_s_at
TNFAIP2	202509_s_at
TNFAIP2	202510_s_at
TNFAIP2	
UACA	
TLE1P1	
AP1M2P1	
FRMD8P1	
ADD3-AS1	
ADD3-AS1	217380_s_at
ADD3-AS1	222072_at
CPLANE2	220963_s_at
NDUFB4P11	
NONO	200057_s_at
NONO	210470_x_at
NONO	208698_s_at
NONO	
PPIAP38	
TRAF6P1	
DUX4L12	216473_x_at
HMGB3P8	
RPL21P12	
EDRF1-DT	
GCSHP2	
LINC00605	
ATG16L2	
ZBTB8B	
	220275_at
RPL21P13	
RAP2CP1	
NIP7P1	
EIF5-DT	
PHACTR2P1	
RPL22	221775_x_at
RPL22	208768_x_at
RPL22	221726_at
RPL22	214042_s_at
RPL22	220960_x_at
EIF5	208705_s_at
EIF5	208708_x_at
EIF5	208707_at
EIF5	208706_s_at
EIF5	208290_s_at
EIF5	
STIMATE-MUSTN1	213851_at
STIMATE-MUSTN1	
WNT8B	207612_at
NIPSNAP1	201708_s_at
NIPSNAP1	201709_s_at
NIPSNAP1	
RPS26P35	
PREX2	
PREX2	220732_at
BUB1P1	
ZNF488	
ZMYND10-AS1	
SALL4P5	
RBM27	
ILF2P1	
ITGA3	
PDE12	
PDE12	214826_at
DUX4L22	216473_x_at
LRRTM4-AS1	
DCD	
DUX4L13	216473_x_at
RASSF1-AS1	
DLEC1P1	
	220902_at
ELOBP3	
RPS26P39	
CCDC172	
	205799_s_at
SIX2	206510_at
SIX2	206511_s_at
RNF207	
MIR7-1	200775_s_at
MIR7-1	200097_s_at
HNRNPK-AS1	
MLECP1	
SETBP1-DT	
MIR4319	
NF2	211092_s_at
NF2	218915_at
NF2	211091_s_at
NF2	204991_s_at
NF2	211017_s_at
NF2	217150_s_at
NF2	210767_at
LINC01815	
RGS10	204319_s_at
RGS10	204316_at
RGS10	
PBRM1	220355_s_at
PBRM1	
PBRM1	221212_x_at
SIX3	206634_at
TESK1	204106_at
TESK1	
C18orf15	
RPL19P1	
LDLRAD4-AS1	
CPXM1	
TPT1P11	
MIR5190	
TUBB8P4	
BTBD7P2	
MRPL35P3	
SLC35F6	219783_at
MIR3663HG	
SNX18	
MIR4526	
RPAP3	218842_at
RPAP3	
NRG3	
FAM210A	
SDK1-AS1	
UNCX	
LINC02810	
FTH1P1	
PAX7	
PAX7	208060_at
GET4	
C20orf141	
GTF2H2B	221540_x_at
GTF2H2B	
TMEM239	
IFITM3P9	
PCED1A	
RN7SL362P	
RPL21P30	
RNMT	202684_s_at
RNMT	202683_s_at
RNMT	
POLE4	
VAX1	
UGT2B7	
MIR4667	
XRCC6P1	
RMRP	
EGR4	207767_s_at
EGR4	207768_at
INPP5F	203607_at
INPP5F	
CCDC107	
EXTL1	
EXTL1	206329_at
KRT126P	
SNORA28	
LINC02279	
FUNDC2P2	
	206739_at
MIR3173	
CLMN	213839_at
CLMN	221042_s_at
CLMN	
INTS1	212212_s_at
INTS1	212210_at
INTS1	
KRT76	207878_at
COLEC10	
COLEC10	207420_at
REG3G	
CASZ1	
CASZ1	220015_at
MTND2P17	
GSX2	
CDK5P1	
MED23	
MED23	218846_at
COMMD4	206441_s_at
COMMD4	209132_s_at
COMMD4	209133_s_at
MYC	
MYC	202431_s_at
ARHGEF39	
RPS3P6	
GLYCAM1	
VPS16	215216_at
VPS16	203459_s_at
VPS16	
MTND5P4	
ETNK1-DT	
ZNF970P	
SSBL3P	
LINC02378	
ADH6	214261_s_at
ADH6	207544_s_at
ADH6	
GAPDHP44	
NF1P12	
LINC02448	
LINC02461	
CARS1P2	
MIR30DHG	
	216849_at
RN7SL22P	
	215287_at
TBC1D31	
TBC1D31	214061_at
TPM2	
TPM2	204083_s_at
TPM2	212654_at
CPNE8	
REG1A	209752_at
REG1A	
PDCL2	
PPP2R1B	222351_at
PPP2R1B	202884_s_at
PPP2R1B	
PPP2R1B	202885_s_at
PPP2R1B	202883_s_at
PPP2R1B	202886_s_at
HNRNPA3P7	
AGMAT	221648_s_at
LINC02292	
THG1L	219122_s_at
CEND1P1	
EMILIN2	221980_at
EMILIN2	
SMARCE1	211988_at
SMARCE1	211989_at
SMARCE1	
CHORDC1P4	218566_s_at
ADAMTS3	214913_at
ADAMTS3	
TAF9BP2	
GEMIN6	219539_at
CWF19L1	218787_x_at
CWF19L1	
FAAP20	
FAAP20	220579_at
SNRPCP4	
RADIL	
RNU7-25P	
MYL12A	201318_s_at
MYL12A	
LINC02280	
MIR4710	
SIVA1	203489_at
SIVA1	210792_x_at
SIVA1	
SIVA1	222030_at
LINC01809	
SMIM7P1	
SEPTIN14P5	
LINC01126	
CLEC4F	
LINC02103	
GJD4	
MTCO1P24	
PELO	218472_s_at
TRUB1	
EIF2AK1	217735_s_at
EIF2AK1	217736_s_at
EIF2AK1	
RPL23AP59	
PANK3	221751_at
PANK3	218433_at
PANK3	
ADD3	
ADD3	201752_s_at
ADD3	205882_x_at
ADD3	201753_s_at
ADD3	201034_at
ASB3	
ZBTB42	
RNU4-22P	
JAKMIP2	205889_s_at
JAKMIP2	205888_s_at
JAKMIP2	
AQP5	213611_at
MANBAL	
MYL12-AS1	
TNFAIP8L3	
MYL12B	221474_at
MYL12B	201318_s_at
SLC9B2	
SLC9B2	218285_s_at
ZC3H14	213064_at
ZC3H14	204216_s_at
ZC3H14	
ZC3H14	213063_at
SOX5-AS1	
DNALI1	205186_at
DNALI1	
SCAMP2	218143_s_at
SCAMP2	
TCF15	207306_at
BCAS4	220588_at
BCAS4	
RPL22P16	
CELA1	
RRAGC	218088_s_at
RRAGC	
RNU6-857P	
ZFAND2A	
DSC3	206032_at
DSC3	206033_s_at
DSC3	
TLN1	203254_s_at
TLN1	
SPATA25	
DBNDD2	218094_s_at
RPL14P1	213588_x_at
RPL14P1	200074_s_at
HSPD1P4	200807_s_at
SPCS2P4	201240_s_at
SPCS2P4	201239_s_at
GRIK3	207454_at
GRIK3	
LINC02840	
TFAMP2	
UNC93B2	220998_s_at
USP2-AS1	
PFKM	210976_s_at
PFKM	
ALG1L5P	
TBC1D32	
MIOS	206860_s_at
MIOS	209672_s_at
MIOS	211724_x_at
MIOS	
DSC1	207324_s_at
MTND5P13	
FTLP10	
MTND6P7	
LINC01217	
TMPRSS5	221032_s_at
TMPRSS5	
DNMT3AP1	
TADA2B	
EPAS1	
EPAS1	200878_at
EPAS1	200879_s_at
PLA2G2D	220423_at
ATP5F1EP1	
SNUPN	207438_s_at
SNUPN	
PARM1	204687_at
YRDC	218647_s_at
C20orf204	
OR7E59P	
TRIB3	
TRIB3	218145_at
TACR3	208183_at
HNRNPFP1	
CD24P1	
GUCA2B	207502_at
DSG1	206642_at
GSTCD-AS1	
PRKG2-AS1	
SRMS	
PER3P1	
CDS1	205709_s_at
CDS1	
MIR6852	
CREB3	209432_s_at
MEOX2	206201_s_at
DUSP15	
CAMKMT	
CAMKMT	219617_at
	207775_at
HSPA8P8	
WASHC5-AS1	
ZFPM2	
ZFPM2	219778_at
RNU6-167P	
PSMA8	
MIR6853	
GBA2	
PABPC1P7	
CPXM2	
FOXK1	
RAB11FIP5	210879_s_at
RAB11FIP5	
BANK1	
BANK1	219667_s_at
C7orf50	
HSPA5P1	
LHFPL2	212658_at
LHFPL2	
RPA3P2	
TAAR6	
LINC02523	
RPSAP74	
FKBP1C	200709_at
FKBP1C	210186_s_at
PSMB2	200039_s_at
PSMB2	201404_x_at
LINC02237	
PLN	204939_s_at
PLN	204940_at
PLN	204938_s_at
MAL2-AS1	
	217233_at
MAN1A1	208116_s_at
MAN1A1	221760_at
WDR72	
LINC01608	
ZHX3	217367_s_at
ZHX3	212545_s_at
ZHX3	
STK10	203047_at
STK10	40420_at
STK10	
ANAPC1P2	
PPP4R1	201594_s_at
PPP4R1	
GPR158	
FTH1P26	
HIVEP2-DT	
	221415_s_at
	203359_s_at
	203360_s_at
GOPC	
ADD2	
ADD2	205268_s_at
ADD2	213484_at
ADD2	206807_s_at
TTYH3	
CASP9	210775_x_at
CASP9	203984_s_at
CASP9	
IMPDH1P6	
SQLE	213562_s_at
SQLE	209218_at
SQLE	213577_at
SQLE	
RGP1	203169_at
RGP1	
DNMBP	212838_at
DNMBP	
LAPTM4BP2	
PPIAP69	
MACROD2	
MSMP	
SMARCC1	201074_at
SMARCC1	201075_s_at
SMARCC1	201072_s_at
SMARCC1	201073_s_at
SMARCC1	
PCBD2	
SPAG8	206815_at
SPAG8	206816_s_at
SPAG8	
CDK19	212899_at
CDK19	212897_at
CDK19	211706_s_at
CDK19	
ACSL6-AS1	
MTMR12	220953_s_at
MTMR12	
ELMOD1	
LINC01299	
PPIAP31	211765_x_at
PPIAP31	201293_x_at
PPIAP31	212661_x_at
PPIAP31	211378_x_at
PPIAP31	211978_x_at
SDC2	212157_at
SDC2	212158_at
SDC2	212154_at
SDC2	
MMS19	202167_s_at
MMS19	
SCAPER	209741_x_at
SCAPER	216399_s_at
SCAPER	215848_at
SCAPER	
DLGAP4	202571_s_at
DLGAP4	202570_s_at
DLGAP4	202572_s_at
DLGAP4	
DDI2	214583_at
DDI2	
HINT2	
ZFAND2A-DT	
CYP3A54P	
RAD17P1	
UQCRH	202233_s_at
UQCRH	
MAP3K4-AS1	
DSCAML1	
FILNC1	
SUN1	
SUN1	212074_at
SUN1	214169_at
SUN1	206487_at
	215502_at
TMEM8B	207839_s_at
TMEM8B	214344_at
TMEM8B	
LMBRD1	218191_s_at
LMBRD1	
	216031_x_at
MIR3659HG	
NFATC1	209664_x_at
NFATC1	211105_s_at
NFATC1	208196_x_at
NFATC1	210162_s_at
NFATC1	
RPS29P6	
CRTAP	201380_at
CRTAP	
SELENOWP1	
RAB40C	
RAB40C	213466_at
GPR199P	
PKHD1L1	
THRAP3	217847_s_at
THRAP3	
HNRNPA1P12	
RPL35AP17	
TMPRSS11GP	
DPYSL3	201431_s_at
DPYSL3	201430_s_at
DPYSL3	
LINC02040	
RPEP4	
CABP7-DT	
CABP7	
IGBP1P5	
DDX3P3	
GPAT3	
CNTN4	
ZMAT5	218752_at
ZMAT5	
TASL	220252_x_at
LZTS3	204447_at
CKS1BP6	
FTLP2	
GK-IT1	
GK-AS1	
TAB3-AS1	
TAB3-AS2	
PCYT1B	210456_at
PCYT1B	206751_s_at
MIR3677HG	
UQCR10	218190_s_at
TMEM74B	219958_at
FLYWCH2	
FAM221B	
PTPRA	213799_s_at
PTPRA	213795_s_at
CASTOR1	
NHLRC4	
OR13E1P	
NDUFA5P4	
HRCT1	
SPAAR	
HNRNPA1P56	
C4orf46P1	
H2BP7	
WFIKKN1	
PCYT1B-AS1	
PGAM1P2	
OR2S2	221409_at
POLA1	
POLA1	204835_at
YBX1P10	208627_s_at
LNCARSR	
THAP6	
CHCHD2P9	
	217345_at
MLLT3	204918_s_at
MLLT3	204917_s_at
MLLT3	
RNU4-92P	
MPPE1P1	
LSM11	
TTC8	
FAM234A	
EFCAB9	
AFF4	219199_at
AFF4	
KCMF1	
KCMF1	217938_s_at
C1orf122	
CHIC2	219492_at
CHIC2	
GRHL2	
GRHL2	219388_at
LINC01654	
EPHA10	
H3P38	
HYKK	
BCL11A	210347_s_at
BCL11A	219498_s_at
BCL11A	219497_s_at
BCL11A	
LINC01216	
CISD2	
MIR4473	
RNU4-26P	
MIR4474	
RPL7AP48	
FOCAD-AS1	
MIR491	
SNORA30B	
DNAJC17	219861_at
DNAJC17	
EXD3	
EXD3	220838_at
TBC1D10A	
MTND5P5	
H2AZ1	200853_at
H2AZ1	213911_s_at
MARCKS	201668_x_at
MARCKS	201669_s_at
MARCKS	201670_s_at
HYAL2	206855_s_at
HYAL2	
SMPDL3A	213624_at
SMPDL3A	
HOXB8	
HOXB8	221278_at
RHPN1	
LINC00671	
GAST	208138_at
FHL3	218818_at
FHL3	
ALG1L3P	
MRPL1	
SCARNA23	
EEF1B2P3	200705_s_at
ARX	
RAD21L1	215917_at
RAD21L1	
COX6B1P2	
NDUFS5P1	
HECA	218603_at
UTP18	203721_s_at
UTP18	
RPL7AP23	
PAFAH1B2P1	
RN7SL91P	
WASH6P	
PPP1R14BP5	
NPM1P36	
NACAP7	
SPATA12	
TRAPPC3L	
PRICKLE2-AS3	
OSTCP1	
ANKK1	
LINC00251	
SLC18B1	
KRT8P4	
ABHD5	213805_at
ABHD5	218739_at
ABHD5	
ABHD5	213935_at
LACTB2	
LACTB2	218701_at
ARHGEF17	203756_at
ARHGEF17	
RHBDL2	
TMSB10	217733_s_at
PM20D2	
MTCO3P23	
KMT5AP2	220200_s_at
ZFX-AS1	
PNRC1-DT	
MTATP8P2	
RPS26P58	217753_s_at
NOTO	
TBCK	
RPL7P29	
AFAP1L1	
CYCSP55	208905_at
INF2	
INF2	218144_s_at
TNFRSF21	218856_at
TNFRSF21	214581_x_at
DRD5P1	
RPL37P10	
RPL12P18	
LYARP1	
ARHGEF9	203263_s_at
ARHGEF9	203264_s_at
ARHGEF9	
LINC01293	
ZNF831	
ARC	210090_at
USP3	
USP3	221654_s_at
RPL12P19	
HMGB1P31	
INPP5B	213804_at
INPP5B	213643_s_at
INPP5B	
SUCLA2P2	
CBFA2T2	
CBFA2T2	209144_s_at
CBFA2T2	207625_s_at
CBFA2T2	209145_s_at
RPL32P4	
ENTPD8	
TRAM1	201398_s_at
TRAM1	201399_s_at
TRAM1	
PLGLB2	205871_at
PLGLB2	214415_at
PLGLB2	
SUMO2P17	213881_x_at
SUMO2P17	208739_x_at
SMIM36	
ALDH8A1	220148_at
ALDH8A1	
TBC1D3P1-DHX40P1	221195_at
TBC1D3P1-DHX40P1	221194_s_at
MARCHF10-DT	
SF3A1	216457_s_at
SF3A1	201357_s_at
SF3A1	201356_at
SF3A1	
GPATCH11P1	
RPL26P13	
MRPL19	
MRPL19	203465_at
LINC01482	
LINC01482	217471_at
CTDSPL	201906_s_at
CTDSPL	201905_s_at
CTDSPL	201904_s_at
CTDSPL	
RPL23AP74	213084_x_at
RPL23AP74	208825_x_at
RPL23AP74	208834_x_at
TUBD1	210389_x_at
TUBD1	221326_s_at
TUBD1	
MIR7114	
PNPLA7	
LINC02732	
YIPF5	221423_s_at
YIPF5	
LINC02698	
SMARCE1P1	
FAM183A	
RNF169	
LY6D	206276_at
RNGTT	204208_at
RNGTT	204207_s_at
RNGTT	211849_s_at
RNGTT	211387_x_at
RNGTT	
LSM3P3	
ARL3	202641_at
ARL3	213433_at
PAIP2B	221868_at
ZMYM4	202049_s_at
ZMYM4	202050_s_at
ZMYM4	202051_s_at
ZMYM4	
NCOA2	205732_s_at
NCOA2	212867_at
NCOA2	205731_s_at
NCOA2	
UVRAG	203241_at
UVRAG	
FABP1	205892_s_at
SMAGP	209679_s_at
SMAGP	
HPSE2	220927_s_at
HPSE2	
HNRNPA1P13	
	214003_x_at
SEPHS2P1	
PGAM5P1	
RNF215	
EVA1A-AS	
MCC	206132_at
MCC	
ANKRD11P1	
HNRNPA1P57	
ZNF863P	
HOXC4	
HOXC4	206194_at
MRPL41	
NCAPH	212949_at
NCAPH	
DPH7	
KRT125P	
KLF17P1	216729_at
OR5BK1P	
BTBD10P1	
ENO4	
RSL24D1P5	
SFMBT1	213370_s_at
SFMBT1	
RESF1	218614_at
RESF1	
IQCE	204202_at
IQCE	217124_at
IQCE	
ZNF236	47571_at
ZNF236	219171_s_at
ZNF236	
SEC14L2	
SEC14L2	204541_at
OIT3	
TG	
TG	203673_at
MTCYBP36	
OGFRL1	219582_at
OGFRL1	
KIF2B	
RPL32P16	200674_s_at
PPIAP19	
HOXB-AS3	
LINC02646	
BTF3P10	
KRT19P1	
IL22	221165_s_at
MEMO1P2	219065_s_at
AXIN1	212849_at
AXIN1	
FTH1P16	200748_s_at
MTCO3P31	
NHLRC2	219353_at
NHLRC2	
SPTLC1P3	
HNRNPA1P60	
ARAP1-AS2	
ARL6IP1P3	
RPSAP50	
RPS6KA2	212912_at
RPS6KA2	204906_at
RPS6KA2	
SMCO4	219806_s_at
SMCO4	
PPIAP71	
CSNKA2IP	
PRDM6	
RPS6KB1	204171_at
RPS6KB1	211578_s_at
RPS6KB1	
ZMYND19	
PROS2P	
AASDHPPT	
AASDHPPT	202169_s_at
AASDHPPT	202170_s_at
EMX2	221950_at
MAPKAPK3	
MAPKAPK3	202787_s_at
MAPKAPK3	202788_at
ACTL10	
TPM3P2	
PIGPP3	
CCDC112	
RTKN2	
ARRDC1	
TREHP1	
KRT8P39	
VTI1BP3	
GNAS	214548_x_at
GNAS	211858_x_at
GNAS	212273_x_at
GNAS	200780_x_at
GNAS	200981_x_at
GNAS	217057_s_at
GNAS	214157_at
GNAS	
P4HA3	
LINC02400	
PDZRN4	220595_at
UTP11	218235_s_at
UTP11	
OPALIN	
EEF1A1P9	206559_x_at
EEF1A1P9	204892_x_at
PKD1	202327_s_at
PKD1	202328_s_at
PKD1	216949_s_at
PKD1	
PKD1	214682_at
PAPSS1	
PAPSS1	209043_at
	219925_at
	213698_at
	219924_s_at
MED21	209363_s_at
MED21	209362_at
MED21	
ACTN4P2	
C1orf216	212791_at
C1orf216	
RPL10AP6	200036_s_at
VGLL3	
VGLL3	220327_at
SETP5	
SPATA31C1	
SPATA31C1	215320_at
SHMT1P1	
ACTL8	214957_at
SLCO6A1	
TRAPPC8	207305_s_at
TRAPPC8	
RNU6-86P	
RPS10P3	211542_x_at
	216731_s_at
PHB1P12	
C9orf92	
RLF	204243_at
GBE1	203282_at
GBE1	
BNC2-AS1	
DOCK8-AS1	
DOCK8-AS2	
RPL12P25	
RNU6-1327P	
EIF1P1	
DMRT1	
DMRT1	220493_at
CERS5	
	203204_s_at
MTCYBP7	
RNU6-564P	
MTFP1	
PKDCC	
DMRT3	
RPL17P17	
CFAP20DC-DT	
LINC01218	
C9orf129	
MTCO2P6	
HNRNPA3P8	
HMGB1P38	
TMEM123	211967_at
TMEM123	
RNU6-829P	
CLSPN	
FAM120AOS	
DOCK3	213482_at
LINC02264	
ZNF536	
ZNF536	206403_at
RPL17P50	
CYP26C1-DT	
GAPDHP45	
LINC02641	
CA10	220889_s_at
CA10	
UGT2B4	206505_at
UGT2B4	
SEC14L3	216346_at
C10orf67-AS1	
FAF2P1	
EML4-AS1	
RPL34P19	
RPL12P46	
LINC00867	
REG1B	205886_at
REG1B	
ZNF790	
ATP5PBP5	
CLNS1A	
CLNS1A	209143_s_at
PTCHD3P1	
ERLIN1	202441_at
ERLIN1	202444_s_at
ERLIN1	
FCHSD1	
MIR548AU	
TRAF1	205599_at
MRPL50P1	
ANAPC1P3	
ARHGEF9-IT1	
BTF3P8	
MIR1468	
TCF7L1	221016_s_at
TCF7L1	
ZCCHC18	
PAGE5	
COPS4	218042_at
COPS4	
TAF9P3	
RAB14	200927_s_at
RAB14	200928_s_at
RAB14	211503_s_at
EEF1A1P7	
RPS29P30	
WTIP	
GXYLT2	
GCH1	204224_s_at
GSTO2	
PJA1	
PJA1	218667_at
ICE2P2	
HEY2	219743_at
ID2B	
SERPINA15P	
CRLF3P3	
CCDC102B	
CCDC102B	220301_at
RPS2P17	
ABHD17C	
FZD6	203987_at
FZD6	
LGALS16	
HK2	202934_at
HK2	
TMEM255A	219895_at
TMEM255A	
RN7SL181P	
ATP5MGP2	
GSN-AS1	221072_at
FBXL2	
FBXL2	214436_at
ACNATP	
HMGB1P7	
	222128_at
TMED3	208837_at
TMED3	
THAP2	
OARD1	
OARD1	213322_at
MRPL50	
RNU6-576P	
MIR6078	
RNU6-163P	
SDC4P	
RNU6-889P	
MIR6072	
RNA5SP299	
SEC14L4	216402_at
RNU6-1095P	
RN7SL198P	
TMEM246-AS1	
RNA5SP300	
MIR548AK	
RNU6-1075P	
RNU2-18P	
PGAP4	213386_at
PGAP4	
RNU6-1212P	
RNA5SP303	
MIR511	
MTCYBP35	
MIR4293	
IL26	221111_at
MIR1265	
RNU6-1141P	
MTCYBP40	
RNU6ATAC39P	
MIR4480	
MIR4481	
MIR548Q	
SLC2A3P1	
RNU6-88P	
RN7SKP219	
PPIC	204518_s_at
PPIC	204517_at
PPIC	
RN7SKP37	
RNA5SP307	
RNA5SP306	
RNF20	
RNU6-413P	
RNA5SP304	
SUMO2P15	
RN7SKP132	
MIR604	
MIR938	
MIR4713HG	
