hgnc_symbol	affy_hg_u95e
DCUN1D2-AS	
RNU1-16P	
TMCO3	
PSME2P1	
ANKRD34B	
PRPF19P1	
OR4C10P	
MAT1A	
ELP2	
ELP2	75027_at
ELP2	88892_g_at
ELP2	88889_at
ELP2	82656_at
ZBTB10	76476_at
ZBTB10	87654_at
ZBTB10	
OR4A44P	
OR4A40P	
YBX2	
DNAJC24	
SNU13	
SNU13	76256_at
PSMC1P5	
RAI14-DT	
PRIM2	
ACTBL2	
ATG10-IT1	
PML	
NUDT12	
SFRP5	
MYO5BP3	
ASB6	
OR10AF1P	
	81820_r_at
CPEB3	
RNU6-476P	
C22orf46	
TFDP1	
TFDP1	67226_at
LDHC	
GPBP1	
GPBP1	87944_at
HMGN2P10	
MMP16	
RNU6ATAC22P	
RN7SL162P	
HSCB	76642_at
HSCB	87105_at
EIF5A	
DPP3P2	
CDRT15P5	
GAS1	
PBX3-DT	
TLK2P1	
RPLP1P10	
BEND3P1	
KRT18P36	
RHBDL3	
FGD3	
EXOC6	
SPDEF	
ADPRHL1	
CHEK2	
TPM3P3	
TRMT112P7	
PSKH2	
	76858_at
POU3F2	
FRMPD4-AS1	
RPL17P49	
	83075_at
RN7SKP290	
PSMA6P2	
SNRPCP13	
MRPL35P4	
TLR7	
ADCY10P1	
ADCY10P1	88411_at
DRD5	
PRDM14	
TLR8-AS1	
ZC3H13	
RBM22P6	
XAGE1A	
TREML5P	
	79619_at
	69182_at
MRAP2	
LDB2	
N4BP2L2-IT2	
NEK5	68292_at
NEK5	
ZNF451	
ZNF451	68166_at
FABP5	
RBM22P7	
SSXP4	
SSXP1	
PRPSAP2	
MCM3AP-AS1	
SSX7	
IGHV4-31	
RPL10L	
LINC00226	
RNA5SP504	
SSXP5	
S100A11P10	
S100A11P8	
SPANXN5	
ACTR10	
E2F5-DT	
EIF4A2P4	
SSX8P	
REXO1L6P	
GPS2	
PPIHP2	
QTRT1P1	
RNU1-57P	
RN7SL93P	
XACT	71003_at
XACT	67188_r_at
XACT	
MIR766	
CBX1P4	
LINC02986	
MIR4768	
FTCD	91578_at
NHS-AS1	
CHP1P3	
SCML1	
XPO4	
LINC01111	
LINC00402	
LINC01058	
RPS15AP25	
BICC1	
LINC00426	
HAUS1P3	
RFK	
LINC00544	
LINC02144	
LINC00463	
LINC01948	
RPL7AP50	
CHST3	
MARVELD1	
FAM136GP	
F8A3	
PABPC1L2B	
RHOXF2B	
DMAC1	
METTL21EP	
MSH3	
	83166_at
LINC00462	
	75886_at
LINC00404	
PPIAP13	
RPL7P37	
RBMXL3	
PHB1P9	
NHP2P1	
	89407_at
SSX2B	
TLK2P2	
INVS	
LINC01514	
ACP1	
ACP1	82099_at
MYCBP2	
ECM1P2	
ALG1L7P	
OR5D14	
MYO1F	
CYP2C23P	
OR4A41P	
OR4A48P	
LINC01592	
RSU1P2	
OR4A21P	
OR4C2P	
MRPL35P2	
RPS2P36	
SCD	
HLCS	
GSKIP	
SLIT2-IT1	73671_at
KCNIP4-IT1	
LGR4	78317_r_at
LGR4	
HSP90AB2P	
CA3-AS1	
ADARB1	
LINC02659	
ADGRA3	
CIBAR1-DT	
CIBAR1-DT	81115_at
TPM4P1	
RPL17P35	
HOGA1	
FOXN3-AS2	
LANCL3	
LINC02155	
PDP1	
LINC02311	
RCAN2-DT	
NDUFA5P9	
FAM236A	
LINC00680	84767_at
LINC00680	
C10orf62	
HSFX4	76505_at
MTMR6	
ZNF275	
JCHAINP1	
BTRC	
TRPA1	
ZNF157	
KTN1	
RPS10	
MAGED1	
CACNA1C-IT1	
OR4A1P	
CACNA1C-AS4	
OR9M1P	
MRPL3P1	
LINC00421	
PARP4P2	
CCNQP3	
SLC25A15P2	
CYCSP32	
MRPS31P2	
ESRRAP1	
LINC00350	
KDM5A	
GOLM2P1	
MPHOSPH8	90596_at
MPHOSPH8	
CACNA1C-IT3	
CACNA1C-AS3	
THEM7P	
CACNA1C-AS2	
CACNA1C-AS1	
NEURL4	
OR4A7P	
OR4A6P	
ITFG2-AS1	
OR4A18P	
ZYG11AP1	
TYRL	
SMC2	
LINC02707	
OR5D13	
PSPC1-AS2	
OR9Q1	
PSPC1	
TRIM51HP	
RN7SL166P	
ST6GALNAC4P1	
WDFY2	
WDFY2	75373_at
OR4C16	
LINC02472	
GUSBP4	
OR5B10P	
NPM1P38	
OR4R3P	
ENPP7P11	
OR4C9P	
OR5D17P	
GPR78	
MSC-AS1	
MORF4L1P3	
PRDM1	87673_at
PRDM1	
KRT18P14	
PTGDR2	
TRIM44	76937_at
TRIM44	
TMEM259	
RPL26P35	
DHRS12	77505_at
DHRS12	91945_at
DHRS12	
OSBP	91570_at
OSBP	
OSBP	68623_at
CDH17	
CD226	
MIR4789	
RNU6-1233P	
RFPL4AP3	
OR7E84P	
OR7E86P	
C4orf19	82539_at
C4orf19	
FABP5P2	
LINC00395	
DNTT	
OR7E156P	87797_at
OR7E156P	87792_f_at
	84322_at
LINC02339	
RAC1P8	
LINC00358	
EXOC1	91091_at
EXOC1	
LINC01075	
LINC01074	
LINC00459	
RPL32P28	
SQSTM1P1	
LINC00448	
LINC00376	
RNU6-81P	
PPP1R2P10	
OR4S1	
LINC00355	
OR10W1	
OR7E104P	84322_at
OR7E104P	87797_at
OR7E104P	87792_f_at
OR10AK1P	
OR5B17	
NFYAP1	
LGMNP1	
STARP1	
HNRNPA3P5	
FADS2B	
LINC01052	
RNF125	83118_at
RNF125	
MIR548X2	
MIR4704	
TRIM60P19	
RAB5CP2	
SPZ1	
OR4A5	
LMO7	
LMO7	68255_at
TLE2	
POLR3DP1	
MAPKAPK5P1	
MTND5P17	
CD180	
EMX2OS	84380_at
EMX2OS	84378_at
EMX2OS	
EMX2OS	74060_at
IQCH	
RPL7P24	
FTH1	
SLC39A12-AS1	
IQSEC3	
ARL2BPP1	
NUDT3	
SNRPGP6	
IL7R	
NAALAD2	
NAALAD2	75117_at
PIGN	
PIGN	72596_at
RUNX2-AS1	
PAQR8	
FAM171A1	
LIG3	
GLYATL3	
CD109	
CD109	79110_at
OR1L4	
C12orf4	
AQP7P2	
FXNP2	
REXO1L4P	
MSANTD3-TMEFF1	
MRPS16P1	
ZNF33A	
NSMAF	
COX7C	
COX7C	87838_at
SUSD3	
CEP162	
LINC02061	
HSPD1P11	
LINC02059	
INCENP	88327_at
INCENP	76984_at
INCENP	
RGS7BP	
PUDP	
KCNE1	
PPIAP79	
RASGRF2-AS1	
LINC00604	
PDZPH1P	
RPF2P1	
NALF2	
DEPP1	
COMT	
COMT	68511_at
CPNE1	
COL6A1	80349_s_at
COL6A1	
TBC1D19	
TBC1D19	83595_at
TEX13A	
MTCO1P22	
MTND5P42	
MORN4	
C1GALT1P2	
SLF1	
UBAC1	
PNMA6A	
COL4A5	
SALRNA3	
RPL29P30	
	76450_at
COX5A	73621_at
COX5A	
YWHAZP5	
CHORDC1	
GSTO1	68152_at
GSTO1	
SLC6A12-AS1	
CDC14B	
	75609_at
LINC02972	
SLC2A3	
SLC2A3	68593_at
COMMD4P2	
ACAP1	
HMGB3P16	
CCNO	
MRPL54	
NAV2-AS1	
PRLR	
PRLR	81772_at
RPL12P31	
MTDH	
FRAT1	81909_at
FRAT1	
DOHH	
PRR5L	
LINC02647	
LINC01611	
MTND4P18	
BLOC1S2	
SPATS1	
OLIG2	
UBL5P2	
NLK	
LINC00945	
ZNF558	
OLIG1	
PSMA2P2	
KCNA5	
	88859_at
LINC01548	
CCDC77	
CCDC77	81976_at
CCDC77	81978_s_at
USF1P1	
KCTD11	71094_at
TFF3	
RUNX1T1	91343_at
RUNX1T1	
RUNX1T1	71792_at
IFITM3P3	
TMEM95	
KIF6	85967_at
KIF6	
	72730_r_at
POTED	
MIR4761	
ARVCF	
TOMM22P5	
RPS19P7	79903_f_at
UBTD1	
COMTD1	
COMMD9	
ALKAL2	87162_r_at
ALKAL2	87161_s_at
ALKAL2	
ADAMTS10	75509_at
ADAMTS10	
UMODL1	
AVPI1	
TUBAP2	
SCGB1D2	
RPL13P4	
RRP12	
LINC02513	
	87923_at
LHX3	
ALDH1A2	
ALDH1A2	82754_at
LINC02750	
PPARGC1A	
PPARGC1A	91360_at
TRAPPC12	72767_at
TRAPPC12	79333_at
ZFP91	
PACSIN1	
GRB7	
OR7E149P	
GABARAPL1-AS1	
OR7E140P	
A2ML1-AS1	
NR6A1	77073_at
NR6A1	
TANGO2	
TANGO2	77436_at
TANGO2	89857_at
TANGO2	75128_at
TANGO2	75974_at
OR4A8	
CIR1P3	
GLYAT	
GLYAT	82743_at
RAB33A	
DDX12P	
ZNF280C	81606_at
ZNF280C	
MYDGF	
MMADHCP2	
SRSF3	
SRSF3	73345_at
SRSF3	81061_at
PCNAP4	
LINC00294	67351_at
TRIM48	
SLC6A13	
SLC6A13	76448_at
CCDC179	
ZSWIM4	
OR10V3P	
PRMT3	
MUC16	
FILIP1	77207_at
FILIP1	
RN7SL619P	
AIFM1	
MIR23AHG	86762_i_at
LINC01865	
RPS2P52	
LINC01304	77644_at
LINC01304	
GPR63	
MIR24-2	
MIR27A	
MIR23A	
NANOS3	
RPL35P3	
RPL35P2	
PRDX2P4	
NPM1P37	
TREM1	
TREM1	70994_at
MIR181C	
OR1M4P	
MIR181D	
BRME1	
PDE4A	
MFAP5	
CYP39A1	
NEO1	91205_s_at
NEO1	
RPSAP9	
STOM	
RCAN1	
CC2D1A	
LINC01250	
SLC17A6-DT	
LINC02105	
TMEM18-DT	
OR5W1P	
HARBI1	
LINC01875	
MTCO3P44	
OR10Q2P	
OR5I1	
OR5W2	
	82549_at
LINC02270	
CRLF3P2	
SUMO2P8	
LCAL1	
TTC17	
TTC17	84662_at
TTC17	71377_at
MIR7515HG	
HMGB1P20	
MTCO3P22	
ISCA1P1	
CAMK4	
CAMK4	68195_at
SYK	
SLIT2	
LMO7DN	
LMO7DN-IT1	
LINC00561	
LINC01034	
TPTE2	
RPL23AP39	
USP25	
TRAPPC12-AS1	
CHL1-AS1	
LINC01939	81101_at
EIF4A1P7	
SLC46A3	72279_at
ALLC	
WNT7A	
PODNL1	
PODNL1	84847_at
CDC37	
RNU6-53P	
CYP51A1P2	
POM121L13P	
POMP	
LINC01247	
GGCTP1	
	69358_at
EGFLAM-AS1	
SLC24A3	
ASRGL1	90286_at
ASRGL1	
HMGN1P14	
TNFSF11	
SELENOP	
SLC24A3-AS1	
CHL1	67891_f_at
CHL1	
MAFB	
	76341_at
MIR185	
RNA5SP484	
LINC01515	
ADI1P1	
LPIN3	
DCAF15	91952_at
DCAF15	
ZNF823	90390_at
ZNF823	
MIR3618	73323_s_at
MIR1306	73323_s_at
	80890_at
TRMT2A	80890_at
TRMT2A	
ZNF440	87376_r_at
ZNF440	87374_f_at
ZNF440	
HSP90AA2P	
TPP2	
EIF4A2P3	
CSTF2T	
CYP2C61P	
RFX1	
PCGF5	
PCGF5	88871_at
CLEC4E	
ZNF441	
LINC01248	
ELP4	
SPIN1	
PTCSC3	
TMSB4XP2	
RPL30P3	
EFCAB11	
PSMC2P2	
ZNF833P	
POP1	
COLEC11	
HNRNPA1P10	
ITGB1P1	
ARHGAP19	83728_at
ARHGAP19	
CHD6	
SECISBP2	73439_at
SECISBP2	80656_s_at
SECISBP2	
HSPE1P12	
DDX39A	
ATP7B	
GAPDHP31	
RIMKLB	
RIMKLB	76275_at
RLN3	
IL27RA	
PPIAP11	
NAIPP3	
MTND4P35	
A2MP1	
LNCBRM	
ATAD1	
STAU2-AS1	
PALM3	
ERICH5	
ETV6	
NDUFS4	
TRIM60P15	
C4orf46P3	
RIN3	
IRF5P1	
EEF1DP1	
MISP3	
RPS23P1	
KRT8P3	
CFL1P1	
CFL1P1	69553_at
MIR6816	
C8orf34-AS1	
RPL12P11	
RNU6-1018P	
RANBP1	
KRTAP8-2P	
KRTAP8-3P	
MIR1199	
KRTAP8-1	
RN7SL78P	
LINC02617	
C19orf67	
KLLN	
CLEC1A	
SLPI	
PTEN	
KRTAP7-1	
KRTAP11-1	
HMG20A	
RPL11P3	
KRTAP19-8	
RACK1P1	
MED6P1	
UBE3AP2	
TIAM1-AS1	
MRPS28	
FBXW11P1	
SOD1-DT	
NAIPP2	
DPCD	
KRT8P31	
SOD1	
WFDC2	
LDHBP3	
STARD4	
DCAF4L2	
CYP4F10P	
PRKACA	
PRKACA	69082_at
SLCO5A1	
A2ML1-AS2	
CLEC9A	
OR7A1P	
HMGN1P2	
DOP1B	
RPL5P2	
ADGRE5	
SPINT3	
ADAMTSL2	
WFDC6	
NANOGP1	
IGHVII-28-1	
TRAJ46	
COX5AP2	
EPPIN-WFDC6	
GNPNAT1	88477_at
GNPNAT1	
LINC02973	
LINC00298	
RNASEH1	85144_at
RNASEH1	82581_at
RNASEH1	91326_at
RNASEH1	
HSPD1P21	
EPPIN	
POLL	
CIAO2AP1	
SNORA77B	
ZDHHC8	
RPL31P20	
LMCD1-AS1	
ASF1B	
RNA5SP485	
HNRNPA1P3	
WFDC3	
RNU6-458P	
DYNC1LI1	
RNU6-1239P	
RNU1-27P	
RN7SL660P	
RNU6-8	
LINC02601	
RNU6-602P	
RNA5SP502	
MIR548Y	
RNU6-455P	
SHISA5P1	
RN7SL15P	
MIR4307	
GEMIN7P1	
MIR3171	
CASK-AS1	
RNU6-1261P	
RNA5SP385	
RNU6-1321P	
YWHAZP10	
RNU6-7	
RN7SL144P	
RNU6-301P	
GPR82	
MIR5580	
RN7SKP21	
RPL6P23	
MIR4708	
RN7SL598P	
RN7SKP99	
ADGRL1-AS1	70982_g_at
ADGRL1-AS1	
MIR5586	
RPS15AP39	
RNU2-14P	
RNU6-297P	
RNU6-202P	
TGS1	
SNORD56B	
RN7SL683P	
FABP5P15	
RNU1-28P	
RNU6-854P	
RNU6-552P	
ADGRL1	
RN7SL460P	
COX7B	
MIR625	
RNU6-976P	
RNU6ATAC28P	
MIR4709	
RNU7-30P	
SNORA11B	
RN7SKP107	
RPL5P14	
RN7SKP255	
LINC02148	
RNU6-835P	
SCARNA13	
LINC02218	84594_at
LINC02218	
RN7SL523P	
MIR6764	
RN7SL714P	
LINC01874	89098_at
SALL4P1	
RNU6-684P	
RNU2-33P	
MIR345	
LINC02115	
RNU6-91P	
MIR151B	
MIR342	
RNU7-51P	
GAPDHP48	
TRAJ44	
TRAJ43	
TRAJ42	
SSX9P	
TRAJ41	
H3P24	
LINC02235	
LINC02215	
TMEM18	78768_g_at
TMEM18	78767_at
TMEM18	
TRAJ40	
SSXP9	
PCSK1	
TRAJ39	
S100A11P9	
SSX3	
TRAJ37	
TRAJ36	
TRAJ35	
TRAJ34	
TRAJ33	
ZNF706	
TRAJ32	
TRAJ31	
TRAJ30	
TRAJ29	
FAM157B	
TRAJ28	
TRAJ27	
CCDC188	
TRAJ26	
TRAJ25	
TRAJ24	
TRAJ23	
TRAJ22	
TRAJ21	
TRAJ20	
KRT18P62	
TRAJ19	
TRAJ18	
TRAJ17	
HIRA	
TRAJ16	
RPL32P22	
TRAJ14	
IFNA10	
TRAJ13	
LINC01243	
TRAJ12	
TRAJ11	
COL27A1	80538_s_at
COL27A1	
TRAJ10	
ZNF887P	
TRAJ9	
TRAJ8	
TRAJ7	
SSX4	
SPINT5P	
RPL23AP2	
RNU6ATAC38P	
TRAJ6	
DNTTIP1	
TRAJ5	
TRAJ4	
ZNF491	
RPS7	
SRSF9P1	
TRAJ3	
TRAJ2	
ERVH48-1	
TRAJ1	
TRAC	
LINC02332	
LIPI	
DAD1	
ABTB2	
SYDE1	
KRTAP10-9	
PRMT2	80908_r_at
PRMT2	
PRMT2	73228_at
LINC02922	
MESTP4	
REXO1L3P	
AARS2	69408_at
AARS2	75455_at
XPC-AS1	
OXA1L-DT	
YWHAZ	
FTSJ1	
OR6E1P	
RPSAP32	
OXA1L	
GDF3	
RPL29P11	
SEC13P1	
HSPD1P6	
IGBP1P3	
C3orf20	
GABARAPL1	
CCDC105	
RN7SL231P	
FAM172A	81972_at
FAM172A	
KCNIP4	73812_at
LINC01499	
ADGRE2	73981_at
ADGRE2	
GAPDHP63	
TPI1P3	
LAMA4-AS1	
LINC02733	74327_at
LINC02733	74329_at
EEF1DP8	
	74308_at
BRD7P4	
OR10V1	
TXNP7	
LINC01493	
MCHR2-AS1	89981_at
PORCN-DT	
EBP	
ARHGAP1	
MSGN1	
UBE2C	
SGPP1	
MOCOS	
CD24	
CD24	78714_at
RPL21P91	
NPM1P31	
SPCS2P2	
RPS6P15	
CHUK-DT	
EIF2S2P1	
FAM204A	88473_at
FAM204A	79701_at
FAM204A	
RNU7-116P	
RPS28P1	
SMC6	75685_at
SMC6	
KLRC4-KLRK1	
EEF1GP6	
CASC6	
GAPDHP41	
LRP10	77864_at
LRP10	75336_at
LRP10	
EIF4EBP2P3	
RPSAP44	
RBMX2P5	
RNU6-800P	
LINC01846	
TUBB3P1	
ASB9	
DMGDH	73707_at
DMGDH	83547_at
DMGDH	
LINC01899	
CEP85L	
LINC02864	
HNRNPA1P5	
ANP32A	
DGCR8	73323_s_at
DGCR8	91617_at
DGCR8	
NETO1	
REM2	
REM2	81965_at
FECHP1	
PDCD6IP-DT	
DELEC1	
ASB11	
DEPDC7	
ZCWPW2	
RBM23	
RPL35	
LINC02498	79365_r_at
PABPC1P1	
FAM53B-AS1	85430_g_at
FAM53B-AS1	
FAM53B-AS1	85428_at
MTCO3P27	
EVA1CP1	
FBXW4	
TNNC2	
STK33P1	
NUTF2P3	
RBMXP2	
LINC01239	
RPS3AP17	
CHRNA9	
BRD3	
CHL1-AS2	
LINC00907	
ATP2B2-IT1	
RPL21P17	
SLC6A11	87901_r_at
SLC6A11	77068_at
SLC6A11	
PTP4A1P4	
LINC02101	
RN7SL168P	
UFD1-AS1	
ZSWIM1	76290_at
UFD1	78693_at
UFD1	
UFD1	68205_at
LINC01957	
SNAP23P1	
CSE1L-DT	
NREP-AS1	
CSE1L	
CMYA5	
PATL1	
HOPX	
PIGA	
LBX1-AS1	
ZRANB1	83098_at
ZRANB1	
NEPNP	
SMARCE1P2	
MYO1D-DT	
GUSBP15	
CNDP2	
CNDP2	78775_at
CNDP2	90104_at
MTATP6P2	
LINC00222	
ZP3P1	
NEUROD2	
SERBP1P6	
TRPC6P6	
TCN1	
GOLGA7B	90036_at
GOLGA7B	
PLPP1	
CNTN4-AS2	
MTND4LP9	
ARPP21-AS1	
TUBBP5	
TMEM98	
GRM7-AS1	
PHB2P1	
DNMBP-AS1	
KLRD1	
LINC01967	
ENPP5	
WRN	
RPS8P6	
SUSD5	
TMEFF1	
TIMM9P1	
PDCD11	73260_r_at
PDCD11	91519_at
PDCD11	73165_s_at
PDCD11	
MCHR2	
PDE3B	84101_at
PDE3B	81314_r_at
PDE3B	
ALG11	
LINC01981	
CYP1A2	
RPL24P7	
BDH2P1	
RGMB-AS1	69835_at
RGMB-AS1	79853_at
LCA5	71187_at
LCA5	83648_at
LINC02117	
MRPS31P5	
ATG12	
TMEM245	82190_at
TMEM245	
SLC27A2	
VEGFD	
SEL1L3	
NUP58	87203_at
NUP58	
STAU1	
CLCN4	
ZNF385D	
GAPDHP42	
ERG	73161_at
ERG	
HSP90AB1	
KLF4	
EIPR1-IT1	
LINC01115	
MAGOHB	
RMEL3	
LINC01811	
SH3YL1	
LINC02060	
RPL30	
PRRX2	87542_at
CDC45	
LINC02113	
N4BP2L2	
N4BP2L2	80084_at
NDUFAF4P1	
IREB2	
LSP1P3	
TCP11L1	
GUSBP7	
DDX55P1	
LINC02367	
ISCA1	
TEX43	
OR7E148P	
SUPT16HP1	
PLBD1-AS1	
PNPT1P1	
RAD18	
RAD18	80852_at
CDC6	
EEF1A1P20	
B3GNTL1P1	
PSMC1P4	
FOXE1	82577_at
SLC7A13	
HMGN1P13	
ZNF518B	
NIFKP3	
MED27	
KLRB1	
LINC02930	
ADGRV1	
ADGRV1	89173_at
GIPC1	
CA13	
CA13	81641_at
	83616_at
PNLIPRP3	
ZNF732	
GAD3P	
	79221_at
MTND4P9	
ACTG1P10	
MIR6895	
MIR6894	
KDM5C-IT1	
OLR1	
ELOCP33	
RPSAP62	
MPV17L2P1	
MIR6857	
LNMICC	87255_at
LINC01910	
RIBC1	
RIBC1	81900_at
ZNF721	
PRELID1P1	
ZNF24TR	
HMGN2P34	
GOLGA7B-DT	
RPS4XP10	
EIF3A	72966_at
EIF3A	
MYL12AP1	
LINC02718	
RPSAP47	
CYP2AC1P	
PSMD3	
HMGB3P18	
LARP7P3	
LIN28B-AS1	
LINC01477	
FSBP	74300_at
FSBP	74711_at
MS4A3	
RPL12P40	
DHFRP5	
MFSD4B	70432_at
MFSD4B	75033_at
MFSD4B	
CNDP1	77935_at
CNDP1	
MORF4L2P1	
DUXAP2	
ITGA9	
TIPINP1	
TMEM64	
VTRNA3-1P	
EEDP1	
RPS17P17	
SOX3	
DUSP9	
COMMD8	
C15orf61	
ARPC5L	
C1QTNF9	
PPCDC	
RPL18AP16	
RN7SL687P	
KRTAP10-4	
TSPYL4	
PNCK	
TRPM2	
REXO1L12P	
ARPC3P1	
LRRC63	
LRRC63	83559_r_at
LRRC63	83558_i_at
LINC02839	
	84750_at
LMX1B-DT	
OR7E85P	
SLCO4A1	80421_s_at
SLCO4A1	87860_s_at
SLCO4A1	91846_at
SLCO4A1	
LINC02505	
GFRAL	
NIPAL2	
BNIP3P41	
PLIN2	
OR7C2	
SLAIN2	82299_at
SLAIN2	
	72234_at
CYP4F2	
CLEC4D	
PCDH20	
SOCS5P5	
LRRC1	
LRRC1	91238_at
SAP18	
NPM1P43	
PRMT5-AS1	
PRMT5	
OR10Y1P	
LINC03031	76650_at
LINC03031	76257_at
ZNF141	
RPL7P40	
LINC02755	
IKZF3	91436_at
IKZF3	
DNM1P33	
SLCO4A1-AS2	82499_at
HCN4	
YBX3	
YBX3	74763_at
RPL17P45	
SLCO4A1-AS1	
RPS29P2	
ZFP91-CNTF	
TFAP2B	
CA2	
LINC00686	
PRECSIT	
ZSCAN30	
ZSCAN30	78295_r_at
NTSR1	
LINC00390	
RPL7AP56	
ANP32BP1	
RPL7AP79	
CPB2-AS1	
MRGBP	
CBX3P9	
ADGRE3	
FAM86EP	
NACC2	89848_at
NACC2	
LINC02518	
AHNAK	
COL19A1	
EDC3	
BRCA2	
OGFR	
LINC01916	
TWSG1	74634_at
RXRA	
VN1R20P	
THRB-IT1	
IRX1P1	
THNSL1	
SDAD1P3	
ANKRD20A10P	
FGD5P1	
ATP12A	
LINC01249	
SRGAP3-AS3	
UQCRB-AS1	79439_at
OCIAD2	
LINC02011	
LINC02906	
ZNF236-DT	
RHOBTB1	
LINC01922	
EFHB	
HS1BP3-IT1	
LRATD1	85551_at
LRATD1	
DOK6	71920_at
DOK6	
COL9A3	
LRRC4C	75100_at
LRRC4C	
RNY1P7	
RPL26P34	
RNF17	
RERG-AS1	
CDKN2AIPNLP2	
BEST1	
RPS3AP43	
KIAA1328	
SKP1P2	
ASAP2	
LINC00895	
LYZL1	
LYZL1	89932_at
SEPTIN5	
CTDSPL2-DT	
PTPRO	
PTGES3P5	
TMPPE	
ARMH3	
LINC01241	
MAP2K5	
RPL7AP34	
RPL31P28	
LINC02857	
SGO1	
NCOA7	71291_at
NCOA7	86838_at
NCOA7	89465_at
PBX3	
KRT8P32	
MTCO3P42	
CYP4F24P	
RBM47	91680_at
RBM47	
BOLA3P3	
ITPRIP-AS1	
PJA2	
AGAP9	
CYP4F12	
GUSBP3	
PGAM1	
RCC2P6	
FABP5P7	
SCGB1D1	
RPS17P2	
FCHO2	
BCAP31	
ZADH2	
ARHGEF7	
ARHGEF7	81222_at
CSTF3-DT	
CDK8P1	
RPL21P67	
ANKRD29	
SYT7	89318_at
SYT7	
SYT7	71045_at
CYP26A1	
MTRES1	
PIK3CDP1	
WDR35-DT	
NTSR2	
MYMX	
RPL34P20	
ZPR1P1	
PRSS35	
LINC00954	
KRASP1	
FAM13C	
TREML3P	
CLVS2	
LINC01538	
TCFL5	
ATAD3B	
LINC01894	
LINC01541	86615_at
HSPA8P11	
APOB	
ENTR1P1	
PRR13P7	
PSAPL1	
RIDA	
RPS10P27	
RELL1	
BECN1P2	
NFKBIE	
SLC25A51P2	
NFE2L3P1	
DPH3P1	
RN7SKP72	
ARF4P2	
RNU6-349P	
ABCD1	89043_at
ABCD1	
RN7SL282P	
RN7SL50P	
PTGER1	
MIR4317	
RN7SL39P	
DIDO1	
DIDO1	78354_at
MIR6718	
RNU6-831P	
QSOX2	75405_at
QSOX2	
RNU6-916P	
RNU2-27P	
RNU6-903P	
MIR7153	
RNU6ATAC20P	
RNU6-1032P	
RN7SL745P	
IGSF5	
MIR4741	
ILVBL-AS1	
GP1BB	
RNU6-702P	
OR7A11P	
RNU6-721P	
MTND4LP5	
RN7SL97P	
RNU6-1289P	
MIR302F	
MIR8057	
RNU6-408P	
TRDN	78356_at
TRDN	73470_at
TRDN	
RNU5A-6P	
RNA5SP452	
GNB1L	81480_at
GNB1L	
RAB8A	
RNU6-435P	
APC	
MIR320C2	
RNU6-316P	
MTND3P24	
RPS29P11	
RNU6-1050P	
MIR3975	
MIR3929	
MIR4318	
MIR924	
MIR5583-2	
MIR5583-1	
RNU6-1242P	
RN7SKP182	
RNA5SP454	
RNA5SP455	
MIR187	
MIR4527	
RNU6-706P	
GRIK1	
RNU6-708P	
MIR4528	
RNU6-737P	
PLXNB3-AS1	
RNU6-116P	
RN7SL342P	
PLXNB3	
WDR19	
RNA5SP456	
RNU4-17P	
RNU6-567P	
MIR5011	
RNU6-142P	
RNU6-1037P	
RN7SL705P	
RN7SL795P	
RNA5SP460	
MIR548AV	
POLR2K	
RN7SL401P	
RNU6-39P	
MTND1P23	
RPL7P7	
MTCO3P12	
DDX11L17	
RNU6-655P	
MAPKAP1	
MAPKAP1	76321_at
RNA5SP461	
RNU6-346P	
LINC01895	
PRDM16	
RPL31P59	
IGLJCOR18	
RPL21P127	
BOD1P1	
TRIM51	
REXO1L10P	
WWP1	
PIAS2	76804_r_at
PIAS2	76801_i_at
PIAS2	
SMAP1	78765_at
SMAP1	75574_at
SMAP1	
RPL29P23	
SLC5A12	84127_r_at
SLC5A12	
RPL7AP70	
RTL10	80999_at
RTL10	89747_at
RTL10	
TPM4	
TPM4	86198_at
TPM4	82467_at
LINC02891	
SUMO2P10	
RTN4R	
LINC00690	
SRGAP3-AS2	
MIR1286	
DGCR6L	
SRPK3	
HSPA12B	
RPS25P3	
LRRFIP2	
LRRFIP2	70602_at
OR5BC1P	
SCGB1A1	
TXNRD2	
HADHA	
RPL5P19	
RPS4XP9	
HDHD2	
TRIQK	
ELOVL4	74321_at
MS4A8	
SAMD8	
EEF1A1P36	
VGLL2	
PGAP3	
MRPS15P1	
KRT8P50	
B3GALT5	
CNOT6LP1	
RAD1P1	
BRD7P3	
RPL17P36	
HNRNPA3P11	
SLC25A5P7	
MTND2P28	
AJUBA	
C20orf27	
RPL36AP45	
NIFKP4	
ITPRIP	72277_at
ITPRIP	
EIF5A2P1	
REV3L	
ADAMTS7	
PEX10	
LINC02494	
HS3ST1	
LINC01436	
CFAP58	
ZNF718	
ZNF718	68634_f_at
ZNF718	68632_i_at
STARD4-AS1	
OR10V2P	
HNRNPRP2	
FABP5P5	
MRPL49P1	
RPL7AP58	
RPL6P15	
DMXL1-DT	
LINC01679	
E2F8	
MTCO2P22	
LINC01694	
PGAM1P1	
RPS3AP20	
AFF4-DT	
LINC00158	
MEGF10	81500_at
MEGF10	
DNA2	
IER3IP1	
LINC02278	
LINC02364	
AJUBA-DT	
AJUBA-DT	86525_at
RNU6-1131P	
MIR155HG	89695_at
SKOR2	
HMGN1P11	
KRT18P25	
LINC02484	
C14orf93	91296_at
C14orf93	
MCM3AP	
TAPT1-AS1	
WIPF2	
