hgnc_symbol	affy_hg_u95c
RNF152	62263_at
RNF152	
RPL24P8	64352_s_at
MTCO1P51	
MIR4290HG	
LINC02760	
LINC02686	
MYL9	
ARL14EP	63636_at
ARL14EP	63875_at
ARL14EP	49954_at
ARL14EP	
LINC00484	
CCDC68	
AQP7P1	
ARID3A	
CSRP3-AS1	
TGIF2	
SERGEF	
RPS6P12	
RPL19P11	
LINC02291	
FRMD3	
FRMD3	62211_at
SARAF	59710_f_at
SARAF	59715_f_at
SARAF	
TAF11L5	
YWHAZP1	
TNNI2	
FOXN3-AS1	
HMGB1P47	
LINC02960	
	52063_at
FGF10	
TGIF2-RAB5IF	
AKAP6	
RPLP0P11	
SGSM3-AS1	
MRTFA-AS1	
SMAD2	
COX6B1P3	
RPL4P6	
GAPDHP37	
MCRIP2P1	
SLA2	
MTCYBP38	
MIR3200	
EIF4HP2	
MORC2-AS1	
MAGEA7P	
PNMA6F	
EOLA2	
MORC2	
RAB3C	
THSD1P1	63319_at
INTS6	61073_at
INTS6	
INTS6	52286_at
INTS6	54126_at
LRRC75A	
HNRNPA3P2	
MRPS26	
MRPS30-DT	
RNU6-1149P	
RSPH1	64745_r_at
RSPH1	
OXT	
NCBP3	
LSP1	
BUD31P1	
AVP	
CYP7B1	
C5orf34	51599_at
C5orf34	54364_at
C5orf34	
KRT18P13	
RN7SL555P	
UBOX5-AS1	
FUNDC2	
CEMIP2	49006_s_at
CEMIP2	
UBOX5	
SLC37A1	
SLC37A1	65646_at
CA8	
GRAPL	
LINC00603	53446_at
LINC01331	
DDRGK1	
NDUFB3P5	
EOLA1-DT	
SRP68P3	
LINC02305	
EMB	66300_r_at
EMB	62950_at
EMB	
SSTR1	
THAP1	
PRAL	
KRT17P6	
SLC25A29	
RPL34P31	
RPS27AP13	
RPL37P6	
ASNSP4	
SLC47A1	
SLC47A1	62169_at
KCTD9P6	
RPL36AP52	
EOLA1	
RNF122	54655_at
ITPA	
MBOAT1	
RSPH1-DT	
MYLIP	49005_at
ELOVL7	
PDE9A	
PDE9A	66273_at
	66484_at
C2CD4C	
PPP1R26P4	
FAM230E	
RAB27B	
RAB27B	64838_at
RAB27B	64163_at
ONECUT3	
GGT3P	
CKS1BP1	
GRIN3B	
MTND4P33	
E2F6P1	
POM121L15P	
ADAM5	
CEP128	66115_f_at
CEP128	66114_i_at
CEP128	
BCRP7	
FAM230F	
DGCR6	
NPIPB1P	
	60233_r_at
SUCLG2P4	
CNN2	
CAT	
FEM1AP2	
TRMT112P2	
TXNL1	
RPSAP38	
RPS17P11	
ITGA1	
DGCR5	
DGCR5	62260_at
WSB1	
INTS6-AS1	
INTS6-AS1	51477_at
RNU6-1019P	
UBE2V1P1	
HM13-IT1	
HM13-AS1	
SPANXD	63693_s_at
RNU6-384P	
ZFAND3	
ID1	
CELSR1P1	62260_at
CA15P1	66087_at
MTND2P39	
RRM2P4	
RNF128	
DGCR11	
MIR3193	
COX4I2	
RPS4XP16	
RN7SL320P	
MRPS5P4	
SNRPGP11	
MIR4703	
RNU6-65P	
RNY1P6	
RN7SL413P	
ATP5PBP1	
MTIF3	63860_at
MTIF3	
ZMAT4	
WIZP1	
NAV2-IT1	
BMS1P11	
GADD45G	
BCL2L1-AS1	
ABALON	
HS6ST3	54925_at
HS6ST3	64219_at
EIF3M	
EIF3M	66366_at
CCDC70	
TPX2	
GPR18	54353_at
GPR18	
KRT8P8	
KRT8P6	
ELL2P4	
VGLL1	
AMD1P4	
E2F4P1	
MTUS2	
TUBBP9	
RPL3P3	
OR7K1P	
DNAH8	62579_at
DNAH8	
LINC02691	
OGFRP1	64797_r_at
OGFRP1	
ARMH4	
ARMH4	63750_at
ARMH4	57988_r_at
CDRT15P7	
C9orf40	65450_at
RRP7A	56294_at
RRP7A	
ANKRD11P2	
PNMA6E	
IDSP1	
MAGEC1	
CRISPLD1	61317_f_at
CRISPLD1	61318_r_at
CRISPLD1	
HABP4	62706_at
CCDC88C-DT	
CTDSPL2	54885_at
CTDSPL2	
LHFPL1	
TNFSF13B	
TNFSF13B	53773_at
EXOC5	57159_at
EXOC5	
F8	
LINC03025	
DNAL4	
LINC01924	
ZNF143	
ZNF143	54408_at
TLE6	
RPL29P32	
FAM88E	
LINC01919	
LINC01919	51468_at
LINC02834	
TMOD1	
NPTXR	
DEPDC1B	
ARIH2P1	
CBX6	
ME2	
PABPC3	
DLEU7	
MIR4298	
MIR7847	
PRR33	
TNNT3	
BRI3P3	
AMER2	61135_at
PEMT	
ATP8A2P3	
NAB1P1	
HNRNPCP10	
HDGFP1	
PRUNEP1	
PRR32	
RNF6	
RNF6	60771_r_at
HEMGN	64828_r_at
TCERG1P1	
CXorf51B	
APOBEC3B	
CCNB2	
AFF2	
FAM32CP	
RPL7AP32	
UBL5P1	
ZNF503-AS2	
HEXB	64507_at
HEXB	
HEXB	57929_at
R3HCC1	
RPL39P25	
ZNF519P1	
YY1	
LINC02655	
SDR42E1P4	
ASS1P3	
PALM	
ZWINT	54007_at
ZWINT	
SLC35D2	55354_f_at
SLC35D2	
SLC35D2	63515_at
DNAJC19P9	64108_at
APOBEC3C	
RPS15AP3	
DIO2-AS1	
LDHAL6B	
NRDE2	
GLCE	
THAP12P6	
ATP8A2	
ATP8A2	52693_at
APOBEC3F	
NEFM	
TINF2	
MEIS3P2	
LINC01975	
NMTRQ-TTG12-1	
MED31	
APOBEC3G	
PA2G4P6	
OR7E31P	59427_f_at
MYO5BP2	
UBQLN1	
MFSD1P1	
GAREM1	
GAREM1	60813_at
GAREM1	55019_at
GAREM1	63669_at
SNORA59B	
COPS2	
COPS2	53783_r_at
COPS2	53780_s_at
COPS2	65584_at
SEPTIN14P19	
GRID1-AS1	
PEX2	66917_at
PEX2	66642_at
PEX2	
MYLK2	
NUTM2A	
HMGN5	
POLR2E	
SMIM29	
CCDC85C	60837_at
CCDC85C	
HMGN1P31	
FAM151B	
FAM151B	60186_r_at
	66421_at
RPL7AP66	
ATP6V1E1P2	
MIR4527HG	
LRMDA	
ZC2HC1A	
RPIAP1	
TAB1	
ZBTB7C	61625_at
ZBTB7C	
CCDC152	64621_r_at
CCDC152	
JMJD1C-AS1	
LINC01519	
RAB5CP1	
OTX2-AS1	
PXDNL	
NDUFA8P1	
FOXS1	
SDR42E1P3	
FAM88B	
PDSS1	
TGM1	
BCL2L1	65477_at
HMGB3P30	
HSD17B3-AS1	
MOK	
USP22	
MAP7D3	
RIOK1	
MTREX	
MTND3P4	
MGAT3	
HSD17B3	
MGAT3-AS1	
MIEF1	
MIEF1	48649_at
PDCL3P1	63015_at
SACS	
SACS	66828_at
RPL24P2	64352_s_at
IGLV8OR8-1	
PKIA	
ZNF22	
KIZ	65723_g_at
KIZ	65722_at
KIZ	
S1PR4	
RNU6-978P	
NCLN	62714_at
NCLN	64050_r_at
NCLN	60863_s_at
NCLN	64002_at
NCLN	
ANXA11	55664_at
ANXA11	
	66762_g_at
RPL3P9	
ZFHX4	
PAUPAR	
RABGGTA	
GLP1R	
LINC02546	
LINC00678	
DBX1	
MTND1P14	
RPA4	
DRC3	
DCAF12L1	
OR4M2	
OR4N4	
HIPK3	
RPS19BP1	65601_at
RPS19BP1	
SETP8	
ITPR3	
CBX1P1	
OR1AA1P	
GLUD2	
TJAP1P1	
TMEM167A	64505_at
TMEM167A	48784_at
TMEM167A	
EEF1GP5	
SPANXA2-OT1	
LINC00583	
IL6RP1	
FGF7P8	
MRPL9P1	
RBPJP2	
CLVS1	
TEX10	
ANKRD10-IT1	
PARP1P1	
SPACA7BP	
TBC1D8B	57690_at
TBC1D8B	
LINC00431	
LINC01917	
LINC00368	
ARHGEF7-AS2	
DNAJA1P6	
ARHGEF7-IT1	
ARHGEF7-AS1	
SLC25A18	54979_at
SLC25A18	
TEX29	
ELOCP27	
HAPLN1	
BOD1L2	
RIOK3	
KCTD12	64269_at
BTF3P11	
ACOD1	
OR4N4C	
RNA5SP477	
RPL7P44	
DHX9P1	
KIZ-AS1	
CLN5	
POTEB	
GUSBP18	63073_at
GUSBP18	60521_at
GUSBP18	
SMAD6	
ARMC1	
RPS15AP1	
NIPA1	
ZNF877P	
CAB39P1	
RNU6-192P	
LINC01150	
OVOL2	
OTX2P1	
MRPL23	
VCAN	
GRIN3A	
RUVBL2P1	
ATP6V1E1	
NDUFB5P2	
SPA17P1	
MORC4	
FBXL3	
FBXL3	62716_at
PRXL2A	
SLTM	
SNORD17	
MGME1	62178_at
MYCBP2-AS1	
RPL7AP46	59446_i_at
RPL7AP46	59453_r_at
MYCBP2-AS2	
BMS1P9	
CYLC2	
ATP11AUN	
FBXO15	
APBA3	
ATP11A-AS1	
MCF2L-AS1	
SERPINE3	
GOLGA6L2	
SMCR5	
MAGEL2	
NFIL3	
NDN	
PTMAP3	
	60305_at
CSGALNACT2P2	
RPL15P1	
OR7E116P	
	65009_at
RNU7-137P	
GGCTP2	
COL15A1	
RN7SL14P	
LINC02927	
RNU2-56P	
SOX17	61415_at
SOX17	63045_at
MRPL23-AS1	
VBP1	
LINC01219	
RN7SKP74	
ZNF133-AS1	
LINC00851	
PET117	49779_at
SEC11B	
H19	
TCL1B	
RPL21	
LAMP5-AS1	
ALG1L11P	64026_f_at
BBOX1	
LAMP5	
LAMP5	60849_at
XKR9	
TJP3	
LINC01520	
TECPR2	
HNRNPA3P16	
A1CF	66976_r_at
A1CF	
NPC1	61052_i_at
NPC1	
DHRS1	
PSMF1	
PSMF1	61759_r_at
NEDD9	63347_at
NEDD9	
IL13RA2	
	60415_at
BCL2L13	
ASNSP1	
METTL21C	
LUZP2	51967_at
LUZP2	
ERCC5	
PAG1	65068_at
PAG1	59941_at
PAG1	61485_at
PAG1	
PAG1	53988_at
ACTG1P3	
	62447_at
SNPH	
VENTXP6	
ANO3-AS1	58238_at
ABCC10	
CAPRIN1	52671_at
CAPRIN1	55584_at
CAPRIN1	
ASPH	64903_at
ASPH	64902_f_at
ASPH	56660_at
ASPH	
ASPH	65269_at
ASPH	61653_at
PHKA1	
TMEM38B	
TMEM38B	60625_at
NOP9	63328_at
NOP9	
MIR675	
SDCBP2	
LINC02318	
LINC02318	56341_at
WDR7-OT1	
SLC25A52	
CNTNAP3C	
ZNF24	
PSMC1	
BARX1	
LINC01333	
ISLR	
SLC10A2	
OXCT1	
MTND5P14	
LINC01508	
GAPDHP43	
PPIAP88	
RPL7AP47	
TXN	
STRA6	
SEC11C	
IL17D	65096_at
IL17D	
SECISBP2L	
CIDEB	
MIR3198-1	
LINC00528	
ELOCP28	
GGACT	63286_at
GGACT	49235_at
MICAL3	
SLC26A8	
SMIM24	
PTGER2	
MIR6869	
SIRPB2	
KCTD4	
SLITRK5	
LINC02578	
RPSAP49	
ATP11A	
MTND2P9	
JSRP1	
FAM242F	61972_i_at
FAM242F	61973_r_at
ATP8B5P	65959_at
ATP8B5P	62368_at
ATP8B5P	
CDH7	
SLC25A47	
LTB4R2	
LTB4R2	63328_at
RNU6-917P	
SIRPD	
ZNRF4	
NUTM2HP	
LTB4R	
NFIC	
MINPP1	
SNX21	58895_at
SNX21	
ST13P5	
SAA1	
LINC02316	
ADCY4	
PES1P2	
ANKS6	
ANKS6	58552_at
ANKS6	54926_at
MTND5P35	
	52260_at
CHORDC2P	
FARSBP1	
TFAM	
TPGS2	
NAV2-AS6	
SUB1	
SUB1	64080_at
ZSWIM3	
RPL23AP10	
API5	
ATG2B	60057_at
ATG2B	
RNA5SP334	
PLTP	
HPS5	
KLF12	60427_at
KLF12	58473_at
KLF12	60235_at
KLF12	
TUBB4BP6	
KYNUP1	
HERC1	
YWHAEP3	
ALKBH5	
ARL2BPP7	
PTCSC2	
SLC25A6P2	
LINC02937	
CYSLTR2	
ZSWIM5P1	
WBP1LP12	
ZDHHC15	
BNIP3P4	
IGKV1OR-2	
RPS10-NUDT3	
CTSLP1	
OXGR1	
CFAP95	61785_at
LINC01992	
SRP9P1	
RPS3AP5	
MIX23P2	
EIF5AP4	
PPP1R3C	
PPIAP30	
FAM133CP	
PLA2G12B	
IL1RAPL1	
COMMD6	
DRG2	
GRID1	
RPS26P11	
ZBTB33	58520_at
IGHVIII-16-1	
ANKRD18EP	
KRT18P66	
RPL15P3	
TOPORSLP	
RPS6KA5	52423_at
RPS6KA5	
KCTD20	
NINJ1	
RTL5	65107_at
LINC02653	
PCIF1	
	50021_at
H3P43	
LINC02671	
CD84P1	
MATR3P1	
LINC00857	
ADGRG4	
LINC00863	
THSD1	
RPS27P1	
RPS7P9	
ZNF367	56811_at
FAM245A	
RNY4P24	
RSU1P3	
VPS36	64932_at
VPS36	
VPS36	61752_at
LINC01518	
ZNF335	64735_at
ZNF335	
WARS2P1	
MARK2P16	
SNRPD2P1	
NUDT9P1	
EIF2S2P3	
NPAP1P3	
CDH18-AS1	
MYOF	
MYOF	65364_at
RBM22P5	
SNX30	
CAPSL	
PKMP2	
HMGN2P48	
RPL21P134	
PIGFP3	
NAP1L4P2	
RAB39B	61352_at
INTS6L-AS1	
SLIRPP1	
DNAH8-AS1	
NAP1L3	
MLN	
BARX1-DT	
RPL19P21	
HMGB3	
LINC02977	55078_at
LINC02977	64584_at
LINC02977	
RIPK3	
FTLP1	
MMP9	
RANBP3	
RBM17P4	
VPS13A	55062_at
VPS13A	
PLA2G4F	53471_at
PLA2G4F	
RPL29P12	
SLC12A5-AS1	
PIGCP1	
FKBP1A	
TRAPPC13	49771_s_at
TRAPPC13	49774_r_at
TRAPPC13	
PABPC5-AS1	
ZNF318	
ZNF318	53707_g_at
ZNF318	53703_at
IL13RA1	
FJX1	
CKAP2	
ARL14EP-DT	
CBX3P1	
CALCP	
OR4A43P	
NFATC4	
LINC02330	
UBTFL9	
TRIM77BP	
OR4C13	
GTF2H1	
GLRX5	65171_at
GLRX5	59721_at
GTF2IP11	
BBOX1-AS1	
MC4R	
	54216_at
LINC01903	
OR4A46P	
LINC01147	
PPIAP41	60589_r_at
AK7	
UQCC2	
WT1	
SLC4A11	
TMX3	58264_at
TMX3	48763_at
TMX3	53878_at
TMX3	
DAAM2	
LINC00642	
PPP1R13B	
HAUS2	63986_at
HAUS2	57662_at
HAUS2	
LINC00345	
TPTE2P3	
KRT17P7	
BMS1	
MRPS31P4	
SLC6A14P2	
SUGT1	
SUGT1	51862_at
SUGT1	60796_at
TPT1P15	
SLC6A14P1	
PPIAP78	
KRT18P56	
ACTBP1	64355_s_at
CCNB3P1	
ZSWIM7	
OR5AW1P	
GZMK	
RADX	
MIR648	
RHEBP3	
GUSBP13	
ARL2BPP10	
NBPF22P	
MIR4280HG	
RPL31P9	
ARSB	
RMC1	
MIR3159	
HHEX	
LDHA	
HNRNPA1L2	
DAOA	
LINC01640	
WHAMMP3	
CCDC33	
RPL21P90	
MIR4764	
SNORA50B	
DUSP8P1	
LARGE-IT1	
LARGE-AS1	
CCSER2	
NOX5	
CT83	
RBM22P4	
OR13K1P	
SUPT3H	
SPANXA2	63693_s_at
NECAB3	
MBNL2	62168_at
MBNL2	
RNU6-114P	
MIR651	
SNORA48B	
CENPK	
MIR4770	
MIR548AX	
RNU6-146P	
RN7SL658P	
GOLGA5	
MIR548AM	
RNA5SP499	
RN7SKP183	
RNU6-133P	
RNA5SP500	
MIR4666B	
MIR6134	
RNU6-641P	
RNU6-591P	
TRMU	
OR4C45	
RNU6-49P	
MIR548AJ2	
RNU7-7P	
RNU6-1087P	
RN7SL732P	
MIR3937	
RNU7-164P	
RNU6-1124P	
RNU6-630P	
MIR221	
RNU6-50P	
MIR222	
SNORA11	51719_at
RNU6-421P	
MIR532	
MIR188	
MIR500A	
MIR362	
MIR501	
MIR500B	
MIR660	
MIR502	
RNU6-434P	
RN7SL799P	
MIR223	
SNORD3E	
LINC02742	
MMUT	62961_at
MIR8088	
MIR4536-2	
MIR676	
RNU6-1078P	
RNU6-562P	
MIR4536-1	
RNA5SP509	
RNU6-1044P	
MIR4328	
RN7SL388P	
RNU2-68P	
RN7SL790P	
MIR1321	
RNU6-867P	
RNU2-26P	
RNU6-332P	
RNA5SP510	
MIR548M	
MIR384	
MIR325	
RNU1-112P	
RNA5SP508	
OR4C14P	
MIR361	
RNU6-974P	
RNU6-995P	
NAV2-AS5	
RNU6-345P	
RNU6-493P	
RNU6-394P	
RN7SKP194	
RNU6-309P	
MIR374C	
RN7SL648P	
GPR65	57374_at
TRAM2	
RNU6-648P	
RN7SL74P	
AIPL1	
RRAS2	
MIR545	
SNORA35B	
MIR374A	
MIR421	
MIR374B	
RNU6-555P	
TMEM260	
RN7SL379P	
RNU6-1323P	
ZFAND3-DT	
MIR548AN	
RNU6-154P	
RNU6-207P	
FTH1P5	
MIR3672	
PDE9A-AS1	
RNU6-1015P	
LINC-ROR	
LINC00322	
MIR1277	
RN7SKP31	
MIR504	
MIR934	
RNU6-3P	
RN7SKP149	
REEP3	
RNA5SP517	
SIK1	
RNA5SP516	
STK38	
MIR514A2	
MIR514A1	
RN7SKP81	
MIR320D2	
RN7SL325P	
CTBP2P3	
MIR892C	
	52795_r_at
	52794_i_at
MIR514A3	
MIR890	
RNU6-985P	
MIR888	
MIR892A	
SS18L2P2	
MIR892B	
MIR891B	
RNU1-115P	
MIR510	
RNU6-383P	
MIR891A	
MIR4330	
RN7SKP267	
CYP11A1	
RN7SKP189	
FAM32DP	
RNA5SP525	
RNU6-764P	
MIR513C	
MIR513B	
MIR105-1	
LINC01912	
MIR513A1	
MIR767	
MIR513A2	
MIR105-2	
MIR506	
MIR507	
MIR508	
MIR514B	
MIR509-2	
MIR509-3	
MIR509-1	
RNU6-382P	
NICN2P	
RN7SL785P	
DHFRP1	
SNORA11C	
BDP1P	
ZIC2	60440_at
LINC01908	
NPM1P49	
RNLS	
TINCR	
LINC01560	64969_r_at
NUS1P1	
RBM22P1	
SYN1	
GNA15-DT	
	59880_at
LINC00554	
NDUFA12P1	
	58947_s_at
ASNSP3	
GNG7	
CDH20	
RPL15P18	
ARHGAP19-SLIT1	
ZIC5	
LINC00313	
BTBD9	
HSF2BP	
LNX2	61620_at
NRG3-AS1	
SNRPEP4	
SDHCP2	
TLL2	
YJU2	
NPM1P4	
GSX1	
PPIAP46	
PLUT	
RNU6-73P	
PDX1	
	60665_at
LINC02255	
SEMA7A	
POLR1D	
POLR1D	48800_at
SALRNA2	
GNA15	
SKOR1	
RPL31P1	
H2BC12L	
MIR6070	
LINC02726	
	66681_at
OR4A45P	
WBP2P1	
DNMT3L	
OR4A42P	
MTL3P	
THAP12P4	
OR4A49P	
OR4C4P	
OR2BH1P	
RPL34P22	
RPL30P14	
LINC01909	
PDZD2	
SPON1	
MIR4769	
ELK1	
PTPN2	54584_at
PTPN2	
GGNBP1	
MARK2P15	
LIG4	
NRBF2	64070_at
THAP10	64184_at
THAP10	
NPM1P26	
LINC02309	
PGK2	
DYDC1	
LINC01232	
RBBP4P3	
EEF1B2P5	
SAFB	
GALC	
LINC00449	
LINC01039	
CFL1P8	
CD83	
MIR4306	
CLYBL-AS2	
CLYBL-AS1	
EIF4A2P5	
CORO2B	
CLYBL	
OR4R1P	
UXT	
MIR6881	
DNMT3L-AS1	
AIRE	
UBL7	
MADD	
ITGBL1	58841_r_at
ITGBL1	56004_at
ITGBL1	
NANOGP3	
CYP2C19	
RPL37P15	
TBC1D22B	
C20orf144	
THAP12P7	64335_at
COX6CP8	
E2F1	
ELOVL5	
UXT-AS1	
TNKS2	
CXXC1P1	
AMD1P3	
FOXB1	
SULF1	
PXMP4	63586_at
SMSP1	
WASF4P	
HNRNPA1P45	
RPL7P57	
OR11J2P	
TIMP1	
MESTP2	
FAM136EP	
GCHFR	
LINC02925	61397_at
GRAMD4	
PFKL	
EGFLAM-AS2	
CCNH	
CA12	
RPL31P2	
ZNF341-AS1	61447_at
CHMP4B	
LINC02628	
KCNK5	
GAPDHP28	
MKNK2P1	
EIF4A1P8	
ZMYM3	
EIF1P5	
CRTAC1	
RN7SL666P	
PPIAP21	
TCTE1	
FBXO39	
SUPT20H	61325_at
SUPT20H	60878_s_at
SUPT20H	
L3MBTL1	
	51493_at
HMGA1	
HMGA1	64363_f_at
LARGE1-AS1	
CELSR1	
NATD1	65439_at
MTND2P12	
LINC02088	58714_at
RPS16P8	
LINC02087	
SYPL1P2	
DPRXP2	
B3GNTL1P2	
CPD	
RNF8	
IQCH-AS1	
IQCH-AS1	53419_at
SINHCAFP2	
TMCO5B	
RPS3AP49	
DHTKD1	
ZNF396	
MAP2K5-DT	
MYO1E	
	50808_at
UBA52P9	
LINC01410	65044_at
LINC01410	
BDKRB1	
PHLPP1	
NT5ELP	
NME2P3	
LINC02957	
RANGAP1	
NUDT19P4	
CENPQ	
CNTNAP3P1	
CDCA4	58299_at
NDUFB4P2	
CDK2AP2P3	
ZSWIM6	
STX17-DT	
FKBP4P8	
RUNX2	
RUNX2	53261_at
CYP26C1	
WARS1	
WARS1	66555_at
LINC02110	
RPL5P15	
RASSF4	55464_s_at
RASSF4	
ITGA2	
UBL7-DT	
CDH19	
CFAP410	
MYO1D	
IFNWP18	
RAD23B	
GEMIN8P1	
SPESP1	56695_r_at
SPESP1	51103_s_at
HNRNPMP1	
DEPDC1P2	
HNRNPA1P15	
KRT8P9	
RPS20P24	
	60275_at
EWSAT1	
EWSAT1	64983_r_at
SAFB2	
EP400P1	
TRPM2-AS	
LRRC3-DT	
LINC02872	
LRRC3	59641_at
LRRC3	52647_at
LINC00683	
RAB28P4	
PHB1P7	
PIK3AP1	48664_at
PIK3AP1	
TCF3P1	
MTCYBP21	
MTND6P21	
MTND5P1	
LMX1B	
TSPEAR	
	56205_i_at
	56208_f_at
BUB1B-PAK6	
IP6K3	62742_at
IP6K3	
RAB8B	
EIF6	
CCND3P2	
LINC02565	53929_at
DLGAP1-AS3	
HNRNPA1P7	
ITGB1BP2	
RAC1P1	
RPS2P6	
GCGR	
	50258_at
SMIM21	
NUFIP1P1	
RBBP4P4	
TREML4	
DDX51	49617_at
DDX51	
TSPEAR-AS1	
CAPS	55382_at
TSPEAR-AS2	
TSPEAR-AS2	66997_at
CPN1	
KRTAP10-1	
POLR2M	
	50268_at
KRTAP10-2	
BID	
B3GAT2	60287_at
B3GAT2	49149_at
C18orf21	
C18orf21	54216_at
ZCRB1P1	
RHOG2P	
KRTAP10-3	
PABPN1P1	
KRTAP10-5	
INGX	
KRTAP10-6	
SOCS6P1	
KRTAP10-7	
CXCR3	
KRTAP10-8	
KRTAP10-10	
RPL36AP6	
KRTAP10-11	
KRTAP12-4	
KRTAP12-3	
KRTAP12-2	
DBIP1	
IMMTP1	
KRTAP12-1	
SAYSD1	
KRTAP12-6P	
KRTAP10-12	
DAPK1	
CLIC2	
DLK2	62793_at
ANKRD2	
KRTAP10-13P	
UBE2G2	
PCNA	
INSR	65110_at
INSR	
TWF1P2	
PHF10P1	
SRD5A2P1	
TMLHEP1	53233_at
IFITM8P	
MIR1184-2	
NOC4L	63022_at
NOC4L	
MIR1184-3	
H2AB3	
TMLHE-AS1	
C8orf34	
ARIH1	63929_g_at
ARIH1	63176_at
ARIH1	63928_at
ARIH1	
APBB1IP	
KCTD1	
TMLHE	53233_at
TMLHE	
BLMH	
MCRIP1	
CDC5L	
CDS2	
CDS2	64148_at
AMD1P2	
DPH3P2	
VAMP7	
LINC02664	
FGFBP3	
	63073_at
PTTG1IP	
CRISP2	
LINC02361	
GALNT9	
UBE2D3P1	
PROKR2	
SLC39A6	
RNA5-8SP7	
LINC00658	
LINC00967	
LINC00967	60003_at
TIMP3	
CA3	
ELOCP24	
TRPC6P1	
SLX9	
PLCB2	
WASIR1	
DDX11L16	
CRELD2	
REXO1L5P	
	57488_at
OPN1LW	
KDM4B	
NARS1P2	
NARS1P2	50337_at
IGHV3-64D	
NRBF2P1	
AIDAP3	
HNF4G	
IGHVII-30-21	
RPL23AP77	
PEBP1P1	
ZBTB14	
SHLD2P2	
TEX28P2	
GRAPLDR	
LINC00163	
OPN1MW	
LINC00165	
PICSAR	
ZNF830	
SNX5	
SNX5	57276_at
SSR4P1	
LINC00334	53959_at
LINC00334	
NSRP1	
POFUT2	
LGMN	51728_at
LGMN	
PPP1R27	
ZNF451-AS1	
TEX28P1	
JMY	
LINC01109	
TDGF1P5	
BPNT2	65632_at
BPNT2	
TEX28P3	
LINC01879	
	49852_at
NPM1P2	
TKTL1	
	51511_at
GALR1	
LAP3P1	
PKHD1	
RPS27AP9	
SETP21	
REXO1L11P	
HIGD1AP18	
GDNF	
LINC02849	
LINC01901	
	62076_at
RBIS	58595_f_at
RBIS	64056_at
RBIS	58596_r_at
RBIS	
ZNF521	
RPS2P25	
RPL17P22	
GLRX	
UGGT2	
LINC02974	
	52373_at
SCML2P1	
PA2G4P3	
AKR1B10P2	
IMPACT	
SERINC5	
SNORA70	
FAM50A	
CELF5	
CELF5	52442_at
IL6STP1	
SMURF2P1	
COMMD7	
NPM1P6	
LINC02605	
PARVB	
PARVB	63011_at
LINC00315	
LINC00316	
PCBP3-AS1	
STAU2	
PAK5	
PCBP3	
LINC02856	
SDHCP1	
CBLN2	
MIR6858	
PLXNA3	
GNRH2	
MTND5P21	
NIPBL	
CBX3P8	
ZNF407-AS1	
PIGG	
TRIM51DP	
SNORD3B-1	
OR4C1P	
HNRNPA3P9	
OR5D15P	
LINC02740	
OR4F4	
ITGA11	64220_r_at
ITGA11	
OR4G2P	
VAV1	
TEFM	48733_at
TEFM	62838_at
TEFM	53127_at
PPP1R13B-DT	
C13orf42	
OR4G6P	
FAM138E	61722_at
LINC01905	
CCNK	
CCNK	65151_at
BANF2	
MIR1302-10	
WASH3P	
WASH3P	65767_at
WASH3P	65766_at
NBEA	64359_r_at
NBEA	
NBEA	56809_at
TNRC6A	
BDNF-AS	
TMEM132E-DT	
GCNT1P4	
CTSZ	61829_at
CTSZ	
GID4	62376_at
GID4	
LGSN	
LGSN	53840_at
ZNF516-DT	
KRT8P5	
LINC01927	
LINC02540	
LINC01893	
UBL4A	65942_at
UBL4A	
MIR6859-3	65767_at
LINC01898	
DDX11L9	
CLBA1	
CLBA1	64320_s_at
TTC19	51100_at
TTC19	
LINC02582	
LINC02582	61321_f_at
SLC29A1	
SETDB2	
LINC01539	58667_at
LINC01539	
YME1L1P1	
ARHGAP42P3	
SLC10A3	
TXNDC8	
SNRPGP14	
PI4KAP2	
PHF11	
RN7SL697P	
FAM223A	
ATF4P2	
FMN2P1	
RPL7P58	
HMGA1P1	
RNU1-142P	
HACD3	
SETD3	
ZNF711	57689_at
ZNF711	64319_at
ZNF711	
MCTS1	
NSA2P7	
HMGN2P32	
TSTD2	
TMPRSS2	63329_at
TMPRSS2	
MBP	
MBP	65509_at
TBC1D29P	
BMI1P1	
RAB9B	
C1GALT1C1	64447_at
RNA5SP511	
H2BP9	
ELF2P1	
TMSB15B	
H3P46	
GLRX5P1	
CT47B1	58374_at
CT47A6	58374_at
BRINP1	
CT47A4	58374_at
RNU2-52P	
SLC5A11	
TOP1	
SLC25A53P1	
DPPA3P1	
H2BW3P	
LIMK2P1	
CT47A1	58374_at
RN7SKP221	
ZC3H7B	
AP2B1	
MSL3	
MSL3	53584_at
RCBTB1	64036_at
RCBTB1	
LINC02118	
LINC02106	
CKMT2	
LINC02317	
GLRXP2	
AHNAK2	
SKA3	62979_at
SKA3	
RPS15AP27	
	52301_at
TEF	
NCBP1	53692_at
NCBP1	
PLCG1-AS1	
ADGRE4P	
MIR6871	
CINP	
RPL23AP81	
RN7SL615P	
RPL7AP12	
RPS4XP2	
PRNP	
RNU6-495P	
TOB2	65887_at
TOB2	
ERVH-1	
MRPL57	
PHF5A	
LINC01413	
ENPP7P9	
PRND	60220_at
	60775_at
PLCB2-AS1	
FTLP5	
REC114	
LINC01046	
PRNT	66656_at
ZFR2	
GRK6P1	
GAPDHP52	
RNA5SP25	
