hgnc_symbol	affy_hg_u95a
MYBL2	1854_at
RNU6-816P	
SPATA7	
NDUFV3	
MIR5571	
RN7SKP131	
ACTR3BP6	
RNA5SP495	
RNA5SP494	
MIR650	
MIR3928	
RNU6-1066P	
RNU6-338P	
RN7SKP169	
RNU6-1128P	
RN7SL20P	
FNBP4	35802_at
FNBP4	
RNA5SP496	
RNU6-201P	
SPART-AS1	
RNU6-28P	
PAICSP4	
MIR5739	
MIR3619	
MIR6818	
MIR7109	
SNORD83A	31722_at
MIR6821	
SNORD83B	
RPL23P10	
SNORD43	
MIR1249	
RN7SKP252	
MTCYBP19	
RNU6-1161P	
MIR4535	
MIR3201	
MIR3667	
MIR4762	
GABPA	37245_at
GABPA	
RNA5SP497	
EDN1	
PSME2P5	
MIR4766	
ZDHHC2	
RNU6-379P	
PSMC1P13	
RN7SL633P	
ATXN8OS	
MIR1281	
RN7SKP214	
IGLCOR22-1	
LINC01543	
SLC5A4-AS1	
STK24	40473_at
STK24	
GTSF1L	
BNIP3P3	
CPSF1P1	
	36689_at
GPX5	
CST9	
RFPL3	31941_s_at
PGDP1	
SIRPB1	32367_at
SIRPB1	
AQP4-AS1	
TUSC2P2	
NRK	
IGLCOR22-2	
RFPL3S	39156_at
RFPL3S	
EIF2AP4	
ZNF22-AS1	
RNA5SP340	
YPEL5P2	
E2F3-IT1	
FTLP19	
SMIM13	
ZNF33CP	
MSRB2	
IGLVIVOR22-2	
	39157_at
NDUFV2	31359_at
NDUFV2	34893_at
NDUFV2	
RTCB	38689_at
RTCB	
MRPL48P1	
RBM24	
ATP5F1AP1	
LRCH2	
FAM74A6	
CLIC6	
ELAVL2	36411_s_at
ELAVL2	36410_f_at
ELAVL2	
DCAF11	
DCAF11	38449_at
OTOR	
GABRB3	31817_at
GABRB3	
MTMR7	
MTMR7	34553_at
FAM238A	
CCNYL2	
PIGP	
SRXN1	
DTD1	
TCERG1P2	
XYLT1	
KRT18P38	
DDX18P3	
RPL18AP14	
TUBAP6	
KCTD9P5	
FUNDC1	
CDH10	
SSR1	34648_at
SSR1	
SSR1	34649_at
RCBTB2	35193_at
RCBTB2	
PTF1A	
MPPE1	40244_s_at
MPPE1	
PINCR	
OSBPL2	
OSBPL2	40102_at
CCNB3	
YWHAH	
YWHAH	1424_s_at
PRTFDC1	
PTGER4P2	
PCMTD1	
TMEM252-DT	
C3orf52	
KCNE2	
TPTE	
RBM17P2	
PTGER4P3	
RN7SL305P	
YWHAH-AS1	32016_at
YWHAH-AS1	
FAM74A4	
GRHPR	
GRHPR	40133_s_at
TAF11L3	
ASPHD2	
ACTRT1P1	
NLRP3P1	
PPIAP77	
RAB40AL	108_g_at
RAB40AL	33477_at
RAB40AL	107_at
POU3F4	32912_at
SRRD	40974_at
EIF3JP1	
GPX8	
SNX3P1X	
FAM236C	
GCSAM	
VENTXP5	
P2RY10	358_at
P2RY10	36413_at
MTND6P20	
PROSER2	
BNIP3L	39436_at
BNIP3L	
TPT1P13	
KRT8P17	
TFIP11	40975_s_at
TFIP11	
KRBOX4	
ISL1	39990_at
RPL36AP55	
HIRAP1	
CTSLP2	
EIF3LP2	
LINC00841	
LINC00609	
CYCSP1	
TPT1P10	
NUTF2P5	
LINC02672	
TOGARAM1	41457_at
TOGARAM1	
SLITRK1	
MKX-AS1	
FOXF2	36319_at
AGAP10P	
ALOX5AP	37099_at
ALOX5AP	
LINC00838	
ZBED9-AS1	
HSPA8P3	
UQCRFS1P3	
C5orf34-AS1	
SOX4	33131_at
	36399_at
ENKUR	
EFNB1	188_at
EFNB1	39721_at
EFNB1	2076_s_at
LINC02533	
ANKH	
FGF14	
TBILA	
CDKAL1	
SLC9C1	
SLC14A2-AS1	
CNTNAP3P2	
RPS4X	
RPS4X	34643_at
OR4H6P	
POTEB2	
CISD1	
TRPM6	
IFT88	34284_at
IFT88	
LINC02522	
KIF13B	32079_at
KIF13B	
DCDC2	
ADH5P5	
LINC02119	
PRELID3BP4	
TPST2	35172_at
TPST2	
PPWD1	
PPWD1	41638_at
KRT18P68	
MDH1P1	
RPL26P27	
MTCYBP31	
PABPC1L2B-AS1	
DNAJC1	
PPP1R2C	31735_at
PHB1P10	
IGHV1OR15-2	
DLG3	41453_at
DLG3	
ID4	41536_at
MYL12BP1	41187_at
DPH6	
MIR548J	
HMGB1P10	
CRYBB1	39683_at
RUBCNL	
SYNJ1	41692_at
SYNJ1	
MRPL50P4	
HNRNPA3P1	
UQCRHP3	
GPN3P1	
CTSLP4	
CUBNP3	
CRYBA4	36737_at
SLC25A16	
SLC25A16	33262_at
TWIST2	
RPLP0P10	
OR11J5P	
BMF-AS1	
C15orf62	
C1QTNF6	
MRPS35P3	
SPRED1	
PROSER2-AS1	
UBE2V2P1	
MYL6P3	
PHYHIPL	
AP5M1	
FITM1	
SSTR3	557_s_at
TMTC4	
PSME1	36600_at
GAPDHP55	
TMPRSS6	34067_at
TMPRSS6	
SGMS1-AS1	
FMN1	
GRM5P1	
SNX18P27	
VN1R54P	
IDI1P2	
NAMPTP1	33849_at
GCSHP1	
HOOK3	
ANKRD54P1	
NNT-AS1	
RPL21P8	
TRIM51FP	
TMEM63C	
AK4P2	
ASCC1	
ATPSCKMT	
R3HDML	
RIMS4	
LINC02958	
FBXO4	
CELF4	
HAR1B	
INTS10	38226_at
INTS10	
HAR1A	
THBS1-IT1	867_s_at
NF1P1	
SGSM2	
SGSM2	36129_at
MIR124-3	
YTHDF1	
PPP1R11P2	
CYLC1	365_at
CYLC1	
HMX1	
HMX1	39535_at
SLC35F4	
OOSP1	
NUTF2P6	
GABRG3-AS1	
OOSP4A	
OOSP4B	
VEZTP1	
VPS39-DT	
IGHD3OR15-3B	
RIPPLY1	
BIRC7	
OOSP2	
GABPB1-IT1	
FSIP1	
LINC02284	
ATP5F1AP10	
FKBP4P7	
	32451_at
LINC01148	
NPR3	
NPR3	34519_at
EPSTI1	
BMP4	40333_at
BMP4	1114_at
BMP4	
MTND4P31	
PGAM4P1	
FDPSP5	
PAX5	34620_at
PAX5	
GABRG3	31567_at
GABRG3	
RNU6-954P	
NF1P3	
DPRXP6	
PPP6R2P1	
FRG2MP	
MTND6P13	
ANKRD20A18P	
RNA5SP488	
MIR3196	
H2AL1MP	
ERLEC1P1	
NKAIN4	
EEF1A1P30	
RBM11	
CXorf38	
CXorf38	33344_at
DNAJC8	
DNAJC8	36166_at
LINC02296	
FTH1P13	31697_s_at
PTBP1P	
HNRNPA1P71	
RPL21P11	32337_at
EIF4EBP2P2	
OR7E159P	
LINC02302	
SNX18P23	
RPA2P1	
MTCO3P39	
MTND3P22	
EMC9	
EIF3LP1	
EIF4BP1	
COILP1	
TRAJ50	
HSPA13	38676_at
HSPA13	38677_at
HSPA13	
RPL18P1	
MTCYBP23	
FKBP1BP1	
ATP5IF1	
RPL36P18	
PRELID1P4	
EEF1A1P29	
SRSF5	40453_s_at
SRSF5	
SFR1P1	
PCBP2P1	
GGTLC4P	32893_s_at
GGTLC4P	715_s_at
PSMG1	36088_at
SORD2P	38763_at
LINC02405	
TCEAL7	
POM121L9P	35896_at
POM121L9P	737_at
POM121L9P	736_f_at
POM121L9P	
LINC02120	
TNFRSF19	
ARFGAP1	
SESN2	
PART1	41056_at
PART1	33060_g_at
PART1	33059_at
PART1	
DNAAF4-CCPG1	33811_at
DNAAF4-CCPG1	
SPECC1L	34837_at
SPECC1L	
HMGN1P35	
ARL5AP5	
TMEM230P1	
SPRING1P1	
RPL26P28	
RBP3	40703_at
RBP3	680_s_at
MED18	
TMEM184CP1	
BEX1	
TAF11L8	
RYR3-DT	
TAF11L9	
PSME2	1184_at
PSME2	41171_at
PSME2	
HSPB3	35982_at
HSPB3	528_at
RPL7AP72	
NLRP7P1	
IMPDH1P4	
RHOXF1P1	
LINC02213	
ARHGAP12	39923_at
ARHGAP12	
COX6B1P4	
GCNT1P2	
DCAF8L1	
FST	38356_at
DCTN6	34781_at
DCTN6	
RPL22P22	
H3P44	
PRTG	
RPL31P63	
SPIN4	
RRM2P3	36922_at
COL4A2-AS2	
ANKFY1	
PCNAP3	
COL4A2-AS1	
RAB20	
RPL7P55	
MTCO1P53	
PRPF4BP1	
CARS2	
DCAF12L2	
DNAJC18	
H3P19	
TAF11L7	
UQCRBP3	
BRWD1	
BRWD1	36088_at
BRWD1	34994_at
TAF11L2	
MRPS30	
TMEM30BP1	
RAD51	
RAD51	1872_at
COX6CP12	
NCKAP1P1	
DEFT1P	
OTUD6A	
UBE2V1P16	
AKAIN1	
SLC14A2	31587_at
SLC14A2	
PPP2R2A	41167_at
PPP2R2A	1383_at
PPP2R2A	
THOC2	32124_at
THOC2	
THOC2	32125_at
CAP2P1	
GHR	1215_at
GHR	
FUT8	41628_at
FUT8	
TOLLIP	
SPECC1L-ADORA2A	32114_s_at
ADORA2A	
ADORA2A	32114_s_at
RNU5B-4P	
ECSCR	
OR7E55P	
EVA1CP5	
LSP1P2	
RALBP1	36628_at
RALBP1	
ALG1L6P	
FAM86DP	
SMIM33	
BOLA2P3	
STING1	
ADORA2A-AS1	
MIR7703	
RNF31	
ZZEF1	38626_at
ZZEF1	
SSU72P7	
UPB1	
KCNQ1OT1	
SSU72P3	
TOLLIP-DT	
SSU72P5	
WBP11P1	
LINC02018	
MUC5B	
MUC5B	694_at
MUC5B	41365_at
KIF13A	
SS18	31872_at
SS18	34069_s_at
SS18	
ING1	
ING1	36031_at
MIR3168	
RN7SL597P	
KBTBD6	
CALM2P3	
KBTBD7	
MORF4L1P4	
MTRF1	
SNRPD3	
SNRPD3	40150_at
MINDY2-DT	
ACTC1	39063_at
ACTC1	
SPIN3	
ENPP7P2	
	41868_at
	32893_s_at
	715_s_at
SNRPCP10	
NCOA4P4	
RPS3AP15	
RAC1P3	
NAA16	
ENTPD4-DT	
LRRC75B	
CDH9	
ACTBP7	
	36517_at
MAP2K1P1	
ENTPD4	
ENTPD4	33788_at
BRSK2	34126_at
BRSK2	
	39301_at
GGT1	
GGT1	41868_at
GGT1	32893_s_at
GGT1	715_s_at
CRK	772_at
CRK	38219_at
CCNO-DT	
TEKT1	
NAIPP1	
TATDN1P1	
DOCK11P1	
RPS19P3	
BMS1P2	
RAB42P1	
LINC02228	
SNRPEP8	
UBE2D1	1164_at
UBE2D1	37826_at
LINC02100	
ERO1A	
MIR4326	
RNU6-994P	
CHRNA4	34447_at
CHRNA4	
PIMREG	
TIMM9P2	
BRWD1-IT1	
YWHAZP3	34642_at
METTL21AP1	
LINC02632	
BRWD1-AS1	
RNU6-57P	
TUBBP2	
OR7E36P	
OR7E155P	
OR7E37P	
RGCC	
HMGN1	306_s_at
HMGN1	
LINC01402	
GDF10	1186_at
GDF10	41245_at
PNPLA10P	
MAP2K4P1	
H3P32	
SPRYD7P1	
BMS1P10	
VWA8	31849_at
VWA8	
RPL32P21	
GEMIN8P3	
ITM2A	40775_at
ITM2A	
RAB28P3	
LYPLA2P3	
PRKG1-AS1	
TCEA1P4	
	38517_at
ZNF33B	
ZNF33B	32429_f_at
GNAQ	38581_at
GNAQ	38580_at
GNAQ	
SYT15B	
RNA5SP383	
IRF9	38517_at
IRF9	
HIGD1AP15	
SPIDR	32561_at
SPIDR	
RPL23AP6	
SDAD1P2	
CAPZA1P1	
MKKS	
RPS7P13	
CBLL1P1	
LUZP4	
CEP164P1	
PCAT5	
SPANXB1	
LINC02899	
NPY4R2	34597_at
LINC02225	
ALDH1A1	37015_at
ALDH1A1	
CAMKK1	
H3P20	
NRP1	36836_at
NRP1	
MCIDAS	
FAM25C	
KCTD9P2	
HSPA8P1	
RPL26P36	
PELI2	
MED28P4	
RHOXF1P2	
EEF1A2	35175_f_at
EEF1A2	35174_i_at
EEF1A2	
BEX3	
AGAP12P	
DPPA5P4	
OR7E106P	
ENSAP2	
UBA52P3	
	37389_at
CYB5AP5	
NAA30	
	40553_at
LINC02619	
RNA5SP315	
BMS1P7	
UGT3A1	
PTPN20CP	
LINC02429	
MAGEC2	
CLEC14A	
PPDPF	
VKORC1P1	
SUMO2P21	41185_f_at
DUTP4	
SLITRK4	
REC8	
MIR5006	31849_at
RN7SL515P	
RNU6-74P	
NAP1L2	
KARS1P1	
PTK6	33559_at
PTK6	1208_at
VWA8-AS1	
RPS28P8	
FERP1	
RGS6	39656_at
RGS6	
PHF5FP	
MAPK6P3	
LINC00456	
HTATSF1	
HTATSF1	32695_at
RNA5SP37	
RAP2A	41317_at
RAP2A	1820_g_at
RAP2A	41318_g_at
RAP2A	1819_at
ANKRD20A5P	
FNDC11	
RPSAP75	
HSPA8P17	
PSMA6P4	
CARNMT1-AS1	
RNU1-94P	
LPAR6	
PDRG1	
C9orf85	
TPMTP1	
RPS8P3	
NAXD	
XKR7	
FRMD3-AS1	
LINC01335	
BCRP3	
BCRP3	754_s_at
TTC39C-AS1	
IGKV1OR9-2	31386_at
NPM1P1	
RNA5SP481	
	754_s_at
SERPINA7	37207_at
CCM2L	
FKBP4P6	
CDH18	173_at
CDH18	
SLC28A3	
ANKRD12	
ANKRD12	35208_at
POM121L10P	736_f_at
POM121L10P	737_at
ARL5AP4	
RPL7AP62	
OR11Q1P	
OR4H6BP	
P2RX1	33535_at
P2RX1	
CRIP1P4	
GOLM2	
PPFIA1	41782_g_at
PPFIA1	944_s_at
PPFIA1	
TAFA5	
BTG3P1	
CYCSP44	
H2BP8	
KRR1P1	
RNA5SP482	
TFDP3	
SNURFL	
LINC01072	
RSL24D1P6	
TSPY26P	
GJA3	
MIR3649	
RPL7P53	
MDN1	37036_at
MDN1	
ADIPOR2	
ADIPOR2	39045_at
H2AZP4	
MIR548K	
MTND4LP1	
PPIAP28	
OR5BH1P	
LINC00556	
PLAGL2	40061_at
GJB2	
YAP1P2	
MAPK1	976_s_at
MAPK1	
IGBP1	34391_at
CTTN-DT	
CTTN	39861_at
CTTN	
POFUT1	41150_r_at
POFUT1	
GJB6	
RAB40A	108_g_at
RAB40A	33477_at
RAB40A	107_at
RPS4XP14	
SPANXN3	
PPIAP87	
FOXB2	
CACNA2D4	
PGM5	
PGM5	33694_at
H2AQ1P	
IPO4	
FGF13-AS1	
RNF6P1	
CT47A12	
GET1	
GET1	32777_at
KRT18P44	
LINC01281	
LINC00850	
MIR1825	41150_r_at
RHOXF2	
NOL4L-DT	
OR52B3P	
MUC5B-AS1	
OR52P2P	
C20orf203	
OR52B4	
CYP4F35P	
HAX1P1	
CNOT7P1	
OR7L1P	
KCNQ1	
TUBB4AP1	
ORC1P1	
C18orf25	
C18orf25	36291_at
SKP2P1	
ETS2P1	
LURAP1L-AS1	
BAK1P1	846_s_at
BAK1P1	1687_s_at
MAPRE1	33456_at
LINC02149	
PSAT1	
WDR44	
STARD9	
PITPNM3	
ZMYM2	
ZMYM2	41436_at
PROCR	647_at
PROCR	
ZBTB7C-AS1	
RAI14	39254_at
RAI14	
RNA5SP483	
MMP24OS	
FAM242D	
SDR42E1P2	
OR11K1P	
IDNK	
RPL7AP75	
SHC4	
XKR6	
MT1P3	31622_f_at
MT1P3	41446_f_at
MMP24	32924_at
GET1-SH3BGR	36040_at
GET1-SH3BGR	36039_s_at
BMS1P14	
MIR6508	
MYL6P2	
RPS26P4	
JCADP1	
AQP7P4	39568_g_at
AQP7P4	39567_at
B3GALT5-AS1	
ATP6V1G1P2	
LSM12P1	39844_at
RPL17P46	
RSL24D1P9	
MTCO2P2	
SIRLNT	
SINHCAFP1	
RPS24P18	
GNRH1	36801_at
MAP1LC3P	
PCP4	37576_at
FAM83C-AS1	
FAM83C	
CIAPIN1P	
TRIM21	37126_at
RASEF	
RHOT1P1	
RPS10P5	
RPRD1A	
SIRPA	40144_at
PWWP3B	
DSCAM	36699_at
LINC00293	
SSU72P6	
LINC02689	
H3P33	
ZNF215	
STK24P1	
LINC01282	
NMRK1	
SRD5A1P1	
CTDSPL2P2	
PLXDC2	
PLXDC2	34940_at
PLS3-AS1	
RAC1P4	
MAGEA8-AS1	
BRS3	35128_at
DSN1	
ASB12	
MTMR3	35739_at
MTMR3	
SNAP23	
SNAP23	32179_s_at
SNAP23	32178_r_at
RBBP8P1	
CT47A11	
RIT2	31450_s_at
RIT2	
CCKBR	2083_at
CCKBR	35923_at
CCKBR	
UFM1P1	
JARID2-AS1	
C17orf100	
FGF13	36232_at
FGF13	468_at
FGF13	
SYCP2L	
POLR1E	
ALOX15P1	
MIR4760	
DSCAM-AS1	
RSU1	32544_s_at
RSU1	32545_r_at
SNRPGP2	
DSCAM-IT1	
GAPDHP66	
YRDCP3	
LINC02751	
POLR3GP2	
MIR3197	
RPL7AP67	
BACE2	
TERF1P2	
SLC35E1P1	
RNU2-7P	
SYT4	
PIMREGP3	
CASP8AP2	
EEF1AKMT1	
GALNT18	
RANP8	
IMPDH1P9	
CNOT4P1	
HNRNPA1P30	
RPL23AP73	
PPIAP27	
RPSAP54	
LATS2	
ZNF287	
TPMT	32810_at
HRH4	
LATS2-AS1	
RNU4-9P	
RPS12P23	
IPPKP1	
MTCO3P40	
HNRNPA1P14	
	35688_g_at
CENPJ	
GOLM1	
PA2G4P1	
AMER1	
C11orf42	
ZIC3	35082_at
ZIC3	
TMEM14DP	
RPL31P44	
LINC02682	
MRLN	
RBBP8	
RBBP8	35227_at
RPL32P35	
TPM2P1	
RPL3P12	
RPL12P50	
MDH1P2	
SPANXC	
ELOVL2-AS1	
CALCB	34566_at
CALCB	
RYKP1	
IL1RAPL2	
PGGT1BP1	
HMGA1P5	
HNRNPA1P58	31463_s_at
ELOCP30	
RPS3AP37	
NEK4P3	
	31456_at
MRPS21P5	
ATP2A3	36482_s_at
ATP2A3	
PLAC4	
CAGE1	
PRELID1P3	
OR52B1P	
BACE2-IT1	
RPL22P14	
JCAD	38351_at
JCAD	
SSU72P4	
PCSEAT	
LINC00111	
OR7E41P	
LINC00479	
SSU72P2	
RPL7L1P11	
LINC01495	
GJA10	
SPANXN1	
LINC00112	
ZDHHC13	
PNMA6B	
MAGEC3	
RPSAP6	
AIFM1P1	
ZNF503	
RIPK4	
C1R	39409_at
C1R	
FAM21FP	
CYP1D1P	
TMEM185AP1	
PCA3	
SPAG6	32089_at
SPAG6	
TRMT1P1	
MTND4P24	
RAP2C-AS1	
OR11N1P	
HSPB1P1	36785_at
UBE2NL	
ATP5MFP3	
HSFX1	
ZBTB46	
CMC4	35686_s_at
CMC4	35688_g_at
CMC4	35687_at
TUT7	
LINC01289	
MIR6814	
MAPK6P4	
PINX1-DT	
ABCG1	41362_at
ABCG1	
AFF2-IT1	
RPS15AP24	
SLC9A8	41698_at
SLC9A8	
M6PRP1	
SLC20A2	1137_at
SLC20A2	36956_at
SLC20A2	
RHOXF1	
PGBD4P6	
OR2AF1P	
ZFYVE9P1	
MAGEA8	34576_at
GDAP1L1	
ASS1P5	
IDS	40592_at
IDS	40815_g_at
IDS	40814_at
IDS	39451_i_at
IDS	39450_s_at
	37303_at
SLC25A15P3	
RPL34P27	
ELOBP1	
RNU6-78P	
RN7SL741P	
RNY1P3	
	38835_at
SHISA2	
LINC00415	
RXFP2	
LINC01491	
TM9SF1	38835_at
TM9SF1	
NAV2-AS3	
ZNF214	
APH1B	
LINC01387	
SH2D4A	
THAP12P3	
L3MBTL4-AS1	
RPS12P2	
LINC01416	
LINC02699	
TTC39C	
KIF16B	
MYO18B	
FRY	1530_g_at
FRY	1529_at
FRY	33276_at
FRY	
LEMD2	
LINC00595	
LINC00856	
LINC02654	
C1RL	
PTPN21	40524_at
PTPN21	1320_at
PTPN21	
NPM1P24	
TET1	
RPS20P25	
TYRP1	
TYRP1	36911_at
XKR4	
DCC	32890_at
DCC	
PSAT1P1	
RFPL4AP7	
NDUFA5P12	
TSSK4	
GPR50-AS1	
DKK1	35977_at
DKK1	
CT47A7	
PRRG4	
FRMD5	
RPL29P19	
HNRNPH1P2	
LDOC1	
LDOC1	39967_at
RPL6P22	
MTCP1	35686_s_at
MTCP1	35687_at
MTCP1	
LINC02947	
LINC02630	
RP1L1	
KIF5B	34732_at
KIF5B	
PNMA2	37241_at
PNMA2	
TPD52L2	
TPD52L2	40076_at
GNA14	
RPL36AP40	
RBMXL2	39871_at
CHMP4A	
SYNDIG1L	
C1RL-AS1	
MTND1P33	
GABRA3	31726_at
GABRA3	
RNA5SP492	
TFF2	33489_at
HMGB1P40	
CNGA4	
PLPP2	34771_at
PLPP2	
RBP5	
DDHD1	
ZFAND5	41542_at
ZFAND5	
TFF1	31798_at
FOXC1	41027_at
ANO3	41009_at
ANO3	
TFAP2A-AS1	
	40592_at
	40815_g_at
TMPRSS3	
ERVFRD-1	
LYN	1402_at
LYN	32616_at
LYN	2024_s_at
LYN	
MAPK4	997_at
NHLRC1	
RNU6-485P	
DNAH8-DT	
RBMX2P2	
CLSTN3	
CLSTN3	41423_at
MDP1	
MAGEA11	34574_at
CDYL	32111_at
CDYL	
GPR50	31406_at
FAM226B	
WASH5P	
MAGEA13P	
PASD1	
VN1R76P	
SEPTIN7P9	
RNF165	
SPECC1P1	
LRTM2	
MISP	35444_at
MISP	
SLC13A5	
FAM138F	
NEDD8-MDP1	
LINC01002	
RNU6-1118P	
NF1P5	
IGSF1	34238_at
IGSF1	
ABCD1P2	
RPSAP57	
CUPIN1P	
MRO	
LINC00940	
SUMO2P12	
DCP1B	
OR4Q1P	
CYCSP22	
	40690_at
MOCS1	
MOCS1	39949_at
PGM5-AS1	
NEDD8	1695_at
NEDD8	
CARNMT1	
RP1	
GCOM1	
EEF1DP3	
	34049_at
FRY-AS1	
PDS5B	32641_at
PDS5B	
SPINK4	33006_at
GMPR2	
ZBTB5	34395_at
CYCSP25	
SNTG1	
CCT5	40417_at
CCT5	
CSRP3	38444_at
NAA35	
NMT2	
NMT2	41656_at
GPR33	
PEX5	
PEX5	40152_r_at
PEX5	40151_s_at
CACNA1C	
CACNA1C	38002_s_at
CACNA1C	33623_g_at
CACNA1C	38001_at
MTCO1P2	
TMX1	
TMX1	34768_at
SEL1L2	
OR4F8P	
OR4G3P	
WBP1LP11	
OR4G1P	
CICP19	
ABCA7	
ATPAF2	
ATPAF2	38910_at
ATPAF2	41865_at
RPSAP3	
UBASH3A	
FOXD4L3	
ROCK1	34735_at
ROCK1	
COX11P1	
LINC00520	
UNC5CL	
CARD19	
SYT9	
LINC02297	
MTCYBP27	
EEF1A1P2	
LINC02303	
RNY1P4	
ATP5F1AP7	
LINC00423	
BTF3P4	
TSPO2	33016_at
CIPC	
ZBED9P1	
PHB1P13	
LERFS	
NAV2-AS4	
RPL7P52	
MAB21L1	39297_at
	33366_at
LINC02759	
SGSM3	
SGSM3	33366_at
LINC02745	
LINC00445	
RNY4P30	
CTAGE10P	
TMEM273	
RNY4P9	
ABHD16B	
SPRYD7	36017_at
SPRYD7	
CSNK2A3	
VSX1	
LINC02741	
GRM4	35485_at
GRM4	
FGF7P5	
MEIS3P1	37486_f_at
FAM74A7	
FANCF	
TBC1D3P3	
RBM17P3	
LINC02324	
SPON1-AS1	
CDK2AP2P2	
DNAAF11P1	
GNA14-AS1	
DAOA-AS1	
OSTF1	467_at
TRIM68	
UTP14C	39405_at
YWHAQP1	
TXNDC17	
SYT8	
RRAGAP1-AS1	
RPL13AP2	
NEK3	367_at
NEK3	
RTRAF	
ZBTB7C-AS2	
ST8SIA3	35100_at
ST8SIA3	
CDH12	32266_at
CDH12	2072_at
CDH12	
KIAA0753	35210_at
KIAA0753	
ADGRF5P1	
CCAR1	
DNAJB5P1	
RNF152	
RPL24P8	33677_at
MTCO1P51	
MIR4290HG	
LINC02760	
LINC02686	
MYL9	39145_at
ARL14EP	
LINC00484	
CCDC68	
AQP7P1	39568_g_at
AQP7P1	39567_at
ARID3A	
ARID3A	35913_at
CSRP3-AS1	
TGIF2	38311_at
TGIF2	
SERGEF	
RPS6P12	
RPL19P11	
LINC02291	
FRMD3	
SARAF	36975_at
SARAF	
TAF11L5	
YWHAZP1	
TNNI2	38457_at
FOXN3-AS1	
	263_g_at
HMGB1P47	
LINC02960	
FGF10	
TGIF2-RAB5IF	
AKAP6	40747_at
AKAP6	
RPLP0P11	
SGSM3-AS1	
MRTFA-AS1	
SMAD2	1928_s_at
SMAD2	1453_at
SMAD2	
COX6B1P3	
RPL4P6	
GAPDHP37	
MCRIP2P1	
SLA2	
MTCYBP38	
MIR3200	
EIF4HP2	
MORC2-AS1	
MAGEA7P	
PNMA6F	
EOLA2	38373_g_at
EOLA2	38372_at
EOLA2	
MORC2	35683_at
MORC2	
RAB3C	
THSD1P1	
INTS6	
LRRC75A	
HNRNPA3P2	
MRPS26	
MRPS30-DT	
RNU6-1149P	
RSPH1	
OXT	32472_at
NCBP3	
LSP1	36493_at
LSP1	
BUD31P1	
AVP	34020_at
CYP7B1	33055_at
C5orf34	
KRT18P13	
RN7SL555P	
UBOX5-AS1	
FUNDC2	
CEMIP2	
UBOX5	35161_at
UBOX5	
SLC37A1	
CA8	
GRAPL	
LINC00603	
LINC01331	
DDRGK1	
NDUFB3P5	
EOLA1-DT	
SRP68P3	
LINC02305	
EMB	
SSTR1	
THAP1	
PRAL	
KRT17P6	
SLC25A29	
RPL34P31	
RPS27AP13	
RPL37P6	
ASNSP4	
SLC47A1	
KCTD9P6	
RPL36AP52	
EOLA1	38373_g_at
EOLA1	38372_at
EOLA1	
RNF122	
ITPA	35801_at
ITPA	
MBOAT1	
RSPH1-DT	
MYLIP	
ELOVL7	
PDE9A	33709_at
PDE9A	
C2CD4C	
PPP1R26P4	
FAM230E	
RAB27B	
RAB27B	808_at
ONECUT3	
GGT3P	32893_s_at
GGT3P	715_s_at
GGT3P	
CKS1BP1	37347_at
GRIN3B	
MTND4P33	
E2F6P1	35984_at
POM121L15P	737_at
POM121L15P	35896_at
POM121L15P	
ADAM5	35902_at
ADAM5	
CEP128	
BCRP7	
FAM230F	
DGCR6	40234_at
DGCR6	
NPIPB1P	
SUCLG2P4	
CNN2	
CAT	37009_at
CAT	
FEM1AP2	
TRMT112P2	
TXNL1	32214_at
TXNL1	
RPSAP38	
RPS17P11	
ITGA1	120_at
ITGA1	37484_at
ITGA1	
DGCR5	34440_at
DGCR5	
DGCR5	37069_at
WSB1	
WSB1	40928_at
INTS6-AS1	
RNU6-1019P	
UBE2V1P1	
HM13-IT1	
HM13-AS1	
SPANXD	
RNU6-384P	
ZFAND3	
ID1	36617_at
ID1	36619_r_at
ID1	36618_g_at
CELSR1P1	
CA15P1	
MTND2P39	
RRM2P4	
RNF128	
DGCR11	36803_at
MIR3193	
COX4I2	
RPS4XP16	
RN7SL320P	
MRPS5P4	
SNRPGP11	
MIR4703	
RNU6-65P	
RNY1P6	
RN7SL413P	
ATP5PBP1	
MTIF3	
ZMAT4	
WIZP1	
NAV2-IT1	
BMS1P11	
GADD45G	39154_at
BCL2L1-AS1	
ABALON	
HS6ST3	
EIF3M	
EIF3M	35814_at
CCDC70	
TPX2	39109_at
GPR18	253_g_at
GPR18	252_at
GPR18	
KRT8P8	
KRT8P6	
ELL2P4	
VGLL1	38249_at
AMD1P4	
E2F4P1	
MTUS2	35949_at
MTUS2	
TUBBP9	
	1436_at
RPL3P3	
OR7K1P	
DNAH8	
LINC02691	
OGFRP1	
ARMH4	
CDRT15P7	37885_at
C9orf40	
RRP7A	33307_at
RRP7A	
ANKRD11P2	
PNMA6E	
IDSP1	
MAGEC1	34932_at
CRISPLD1	
HABP4	32970_f_at
CCDC88C-DT	
CTDSPL2	
LHFPL1	
TNFSF13B	
EXOC5	
F8	37550_at
F8	
LINC03025	
DNAL4	33292_at
DNAL4	
LINC01924	
ZNF143	
ZNF143	31890_s_at
TLE6	
RPL29P32	
FAM88E	
LINC01919	
LINC02834	
TMOD1	40578_s_at
NPTXR	38836_at
DEPDC1B	
ARIH2P1	
CBX6	39561_at
CBX6	
ME2	36599_at
